,StudentId,AssessmentGrade,GE-Grade,GE-Grade_MAX
2444,20105000007,5,-1.1,-1.1
2445,20105000008,5,1.9,1.9
2446,20105000009,5,1.1,1.1
2447,20105000010,5,-1.4,-1.4
2448,20105000011,5,2.0,2.0
2449,20105000012,5,0.1,0.1
2450,20105000013,5,-1.0,-1.0
2451,20105000015,5,0.5,0.5
2452,20105000016,5,-1.2,-1.2
2453,20105000017,5,-1.6,-1.6
2454,20105000018,5,0.2,0.2
2455,20105000019,5,0.2,0.2
2456,20105000020,5,1.6,1.6
2457,20105000021,5,-2.0,-2.0
2458,20105000022,5,1.0,1.0
2459,20105000025,5,-0.6,-0.5
2460,20105000027,5,-0.2,-0.2
2461,20105000032,5,3.0,3.0
2462,20105000033,5,-1.3,-1.3
2463,20105000035,5,-0.4,-0.4
2464,20105000037,5,2.7,2.7
2465,20105000038,5,0.8,0.8
2466,20105000039,5,0.4,0.4
2467,20105000041,5,0.6,0.6
2468,20105000043,5,-0.9,-0.9
2469,20105000044,5,-1.2,-1.2
2470,20105000045,5,-2.2,-2.2
2471,20105000048,5,-1.9,-1.9
2472,20105000049,5,-0.6,-0.6
2473,20105000050,5,-0.9,-0.9
2474,20105000051,5,-0.5,-0.5
2475,20105000052,5,-0.5,-0.5
2476,20105000053,5,0.3,0.3
2477,20105000058,5,0.8,0.8
2478,20105000059,5,0.0,0.0
2479,20105000060,5,1.1,1.1
2480,20105000062,5,0.2,0.2
2481,20105000063,5,0.1,0.1
2482,20105000064,5,2.9,2.9
2483,20105000065,5,-0.1,-0.1
2484,20105000066,5,1.0,1.0
2485,20105000067,5,-0.5,-0.5
2486,20105000069,5,-0.6,-0.6
2487,20105000071,5,0.4,0.4
2488,20105000072,5,2.6,2.6
2489,20105000073,5,-0.9,-0.9
2490,20105000075,5,-0.1,-0.1
2491,20105000076,5,-1.8,-1.8
2492,20105000077,5,-2.0,-2.0
2493,20105000079,5,0.6,0.6
2494,20105000080,5,-0.1,-0.1
2495,20105000081,5,3.0,3.0
2496,20105000084,5,-0.25,-0.1
2497,20105000085,5,1.8,1.8
2498,20105000087,5,2.4,2.4
2499,20105000089,5,-2.3,-2.3
2500,20105000090,5,-1.6,-1.6
2501,20105000091,5,-1.3,-1.3
2502,20105000092,5,0.1,0.1
2503,20105000093,5,0.0,0.0
2504,20105000094,5,-1.4,-1.4
2505,20105000095,5,-0.7,-0.7
2506,20105000097,5,0.8,0.8
2507,20105000098,5,-1.6,-1.6
2508,20105000100,5,-1.6,-1.6
2509,20105000102,5,-0.76,-0.3
2510,20105000102,6,-0.9,-0.9
2511,20105000103,5,1.5,1.5
2512,20105000103,6,0.8,0.8
2513,20105000104,6,-1.8,-0.7
2514,20105000104,7,-3.0,-3.0
2515,20105000105,6,-0.92,1.0
2516,20105000105,7,-2.5,-2.5
2517,20105000106,5,-0.08,0.5
2518,20105000107,6,-1.36,-0.6
2519,20105000107,7,-1.4,-1.4
2520,20105000108,6,0.6,1.9
2521,20105000108,7,-0.8,-0.8
2522,20105000109,5,0.6,0.6
2523,20105000109,6,-1.3,-1.3
2524,20105000110,6,0.45,1.7
2525,20105000110,7,-0.1,-0.1
2526,20105000181,5,3.0,3.0
2527,20105000182,5,-1.7,-1.7
2528,20105000183,5,0.7,0.7
2529,20105000184,5,0.7,0.7
2530,20105000185,5,2.0,2.0
2531,20105000186,5,-0.6,-0.6
2532,20105000187,5,0.1,0.1
2533,20105000189,5,1.1,2.1
2534,20105000189,6,-0.1,-0.1
2535,20105000190,5,3.74,5.3
2536,20105000192,6,0.84,1.7
2537,20105000192,7,-0.4,-0.4
