,year,student_id,absence_rate,total
2909,2015,7081,0.0,170
2910,2016,6704,0.0,5
2911,2014,6582,0.0166666666667,180
2912,2014,10428,0.0327868852459,183
2913,2016,11434,0.0,27
2914,2016,7134,0.0344827586207,29
2915,2012,6479,0.153846153846,13
2916,2015,13431,0.00584795321637,171
2917,2012,2563,0.4,5
2918,2012,3299,0.0,27
2919,2016,12923,0.04,25
2920,2013,3317,0.0,174
2921,2012,6889,0.1875,16
2922,2016,13458,0.0,29
2923,2016,6715,0.0,29
2924,2016,6778,0.0333333333333,30
2925,2016,16711,0.0344827586207,29
2926,2016,13926,0.0,29
2927,2014,7119,0.0,184
2928,2016,15145,0.0357142857143,28
2929,2013,4582,0.134615384615,104
2930,2015,11941,0.0116279069767,172
2931,2016,14265,0.0,30
2932,2015,12658,0.0114942528736,174
2933,2016,7086,0.0,28
2934,2014,3331,0.0,175
2935,2015,15244,0.0,107
2936,2015,13735,0.0,175
2937,2014,12437,0.0171428571429,175
2938,2014,12493,0.0112359550562,178
2939,2012,7183,0.4,5
2940,2012,6939,1.0,2
2941,2016,13815,0.0,27
2942,2015,10889,0.0,175
2943,2014,6952,0.0274725274725,182
2944,2015,15254,0.0705882352941,85
2945,2016,13161,0.0,28
2946,2015,13346,0.0177514792899,169
2947,2012,3114,0.176470588235,17
2948,2015,6367,0.0,56
2949,2016,15566,0.0,29
2950,2012,3392,0.111111111111,9
2951,2014,10924,0.0116959064327,171
2952,2015,13988,0.0357142857143,168
2953,2016,6474,0.0,26
2954,2015,12695,0.0114942528736,174
2955,2016,15941,0.0689655172414,29
2956,2016,7053,0.0,28
2957,2016,16580,0.0,30
2958,2012,3954,0.0833333333333,12
2959,2014,11517,0.0574712643678,174
2960,2016,15253,0.0357142857143,28
2961,2012,7190,0.0,2
2962,2013,11507,0.00558659217877,179
2963,2015,11324,0.00571428571429,175
2964,2015,15147,0.0186335403727,161
2965,2016,12313,0.0,29
2966,2012,6917,0.0,6
2967,2014,7091,0.0054347826087,184
2968,2014,13445,0.028901734104,173
2969,2014,7044,0.016393442623,183
2970,2015,15036,0.0532544378698,169
2971,2015,13349,0.0,173
2972,2013,6695,0.0224719101124,178
2973,2013,11260,0.0,175
2974,2016,14056,0.111111111111,27
2975,2012,6846,0.666666666667,3
2976,2014,11699,0.0809248554913,173
2977,2015,12375,0.0175438596491,171
2978,2014,7078,0.0602409638554,166
2979,2015,14368,0.00571428571429,175
2980,2015,6998,0.0175438596491,171
2981,2016,14140,0.0,30
2982,2013,11394,0.0,179
2983,2016,6444,0.0,29
2984,2015,13601,0.066265060241,166
2985,2014,6547,0.0115606936416,173
2986,2016,11035,0.0,29
2987,2012,3307,0.0,9
2988,2015,7011,0.01875,160
2989,2015,12710,0.116279069767,172
2990,2012,3950,0.0,7
2991,2014,13161,0.0,185
2992,2016,6863,0.0,28
2993,2016,10428,0.0,29
2994,2016,11562,0.0,29
2995,2013,11458,0.00549450549451,182
2996,2013,3380,0.0,175
2997,2014,3225,0.0,175
2998,2015,14790,0.0,175
2999,2015,6624,0.0511363636364,176
3000,2016,12366,0.0,28
3001,2015,14745,0.0059880239521,167
3002,2016,12890,0.0333333333333,30
3003,2016,7142,0.04,25
3004,2014,11763,0.106741573034,178
3005,2014,12853,0.0111111111111,180
3006,2016,12953,0.310344827586,29
3007,2012,7091,0.0,4
3008,2014,3480,0.0228571428571,175
3009,2016,14137,0.166666666667,30
3010,2015,7023,0.00595238095238,168
3011,2016,13801,0.0344827586207,29
3012,2016,12983,0.0,29
3013,2016,12541,0.0714285714286,28
3014,2016,15540,0.0,29
3015,2015,13964,0.102409638554,166
3016,2016,16958,0.0,14
3017,2016,14090,0.0,28
3018,2016,6818,0.0,29
3019,2013,7070,0.00549450549451,182
3020,2013,11413,0.00549450549451,182
3021,2014,12568,0.00571428571429,175
3022,2014,12442,0.00581395348837,172
3023,2015,11428,0.0535714285714,168
3024,2012,6438,0.166666666667,36
3025,2016,16824,0.0,26
3026,2016,13377,0.0,29
3027,2016,13376,0.0,29
3028,2015,13488,0.0297619047619,168
3029,2016,15030,0.0,24
3030,2013,6622,0.0,183
3031,2014,3185,0.0229885057471,174
3032,2014,12714,0.00549450549451,182
3033,2012,6649,0.647058823529,17
3034,2014,10302,0.00571428571429,175
3035,2015,13616,0.10119047619,168
3036,2016,12748,0.0,29
3037,2016,6828,0.0,29
3038,2016,16933,0.0,1
3039,2014,10339,0.00546448087432,183
3040,2015,14556,0.0,177
3041,2014,6791,0.0462427745665,173
3042,2016,10750,0.0,29
3043,2015,6520,0.0,172
3044,2015,10901,0.0340909090909,176
3045,2012,3966,0.103448275862,29
3046,2016,15695,0.0,29
3047,2016,11889,0.0333333333333,30
3048,2016,12931,0.0,29
3049,2016,12362,0.0357142857143,28
3050,2014,10207,0.00934579439252,107
3051,2014,13370,0.0276243093923,181
3052,2015,10505,0.0,175
3053,2016,14236,0.0,29
3054,2015,14187,0.00578034682081,173
3055,2016,13327,0.0,29
3056,2016,7048,0.115384615385,26
3057,2014,3466,0.0114285714286,175
3058,2014,6881,0.0,174
3059,2016,14145,0.0,29
3060,2016,16370,0.0344827586207,29
3061,2013,10527,0.131428571429,175
3062,2015,6344,0.00574712643678,174
3063,2015,13800,0.0348837209302,172
3064,2016,11746,0.0,28
3065,2012,6995,0.846153846154,13
3066,2015,11705,0.0178571428571,168
3067,2016,16789,0.0,28
3068,2012,3516,0.0,3
3069,2016,16906,0.0,19
3070,2016,15650,0.0,29
3071,2012,6401,0.8,15
3072,2013,11820,0.122448979592,147
3073,2013,3182,0.0,175
3074,2016,14606,0.0,29
3075,2012,6722,0.0571428571429,70
3076,2013,10753,0.0,181
3077,2015,11234,0.0,173
3078,2013,10409,0.0233918128655,171
3079,2015,15184,0.0810810810811,148
3080,2013,2598,0.0,175
3081,2015,6736,0.0,151
3082,2015,14832,0.0176470588235,170
3083,2015,11535,0.0852272727273,176
3084,2016,15545,0.0,27
3085,2016,12950,0.0344827586207,29
3086,2016,16936,0.0588235294118,17
3087,2014,6718,0.0404624277457,173
3088,2015,6901,0.0324675324675,154
3089,2016,14076,0.0,30
3090,2016,7180,0.0,29
3091,2015,12505,0.0177514792899,169
3092,2016,14766,0.0,24
3093,2016,16342,0.0,29
3094,2016,14601,0.0,31
3095,2016,11887,0.0333333333333,30
3096,2015,14306,0.0,173
3097,2015,6425,0.0,175
3098,2015,13786,0.00581395348837,172
3099,2015,13575,0.0294117647059,170
3100,2013,6586,0.0,182
3101,2015,11847,0.0169491525424,177
3102,2014,11022,0.0666666666667,180
3103,2015,14572,0.0,161
3104,2016,6527,0.0,29
3105,2013,6754,0.0223463687151,179
3106,2016,14576,0.0,29
3107,2016,6725,0.0,29
3108,2012,2582,1.0,1
3109,2016,14505,0.0,29
3110,2016,15992,0.0,26
3111,2013,6348,0.0274725274725,182
3112,2013,4592,0.0285714285714,175
3113,2013,6907,0.0945945945946,74
3114,2014,12876,0.0388888888889,180
3115,2016,15668,0.0,27
3116,2015,13883,0.0526315789474,171
3117,2016,16323,0.0,30
3118,2013,3938,0.0,175
3119,2014,6360,0.0,184
3120,2016,13351,0.0,30
3121,2016,6772,0.0,29
3122,2016,14501,0.0,29
3123,2013,11713,0.0718562874251,167
3124,2015,13627,0.0877192982456,171
3125,2015,11967,0.0,173
3126,2016,10496,0.0,28
3127,2016,13847,0.0,28
3128,2012,3384,0.571428571429,7
3129,2014,7072,0.0111731843575,179
3130,2013,10932,0.0164835164835,182
3131,2014,7005,0.0384615384615,182
3132,2015,13419,0.0172413793103,174
3133,2013,3935,0.0454545454545,176
3134,2012,7181,1.0,7
3135,2013,3053,0.0,180
3136,2013,3335,0.0,175
3137,2016,13441,0.0,24
3138,2013,3247,0.0722222222222,180
3139,2016,14605,0.0,28
3140,2015,12336,0.00588235294118,170
3141,2012,6573,0.444444444444,54
3142,2013,7088,0.0112994350282,177
3143,2015,3971,0.0340909090909,176
3144,2015,15023,0.090395480226,177
3145,2015,11805,0.0769230769231,39
3146,2015,14484,0.11797752809,178
3147,2016,14552,0.103448275862,29
3148,2016,14085,0.0,28
3149,2016,10198,0.0,29
3150,2013,7017,0.0119760479042,167
3151,2016,6503,0.0,29
3152,2014,11288,0.0344827586207,174
3153,2016,6962,0.0,30
3154,2016,16658,0.0,28
3155,2016,6356,0.0,28
3156,2012,2321,0.0,1
3157,2014,6792,0.0,174
3158,2016,12995,0.0357142857143,28
3159,2016,14425,0.0,31
3160,2012,6418,0.2,5
3161,2015,14757,0.0232558139535,172
3162,2015,7032,0.12865497076,171
3163,2013,2382,0.0,173
3164,2012,6724,0.181818181818,22
3165,2016,15450,0.0333333333333,30
3166,2014,3173,0.0114285714286,175
3167,2015,6645,0.0591715976331,169
3168,2015,6416,0.0114942528736,174
3169,2014,13588,0.0629921259843,127
3170,2015,12864,0.0982658959538,173
3171,2015,6869,0.0348837209302,172
3172,2016,12006,0.0,29
3173,2014,6571,0.00555555555556,180
3174,2014,6815,0.016393442623,183
3175,2016,12794,0.0,28
3176,2012,4593,0.416666666667,12
3177,2014,11647,0.0514285714286,175
3178,2015,14460,0.0473372781065,169
3179,2016,12813,0.0,28
3180,2016,16748,0.137931034483,29
3181,2016,16109,0.0,29
3182,2015,3164,0.0584795321637,171
3183,2014,12431,0.0542168674699,166
3184,2016,12834,0.0,29
3185,2014,12350,0.0,174
3186,2015,11874,0.0,174
3187,2015,15052,0.131428571429,175
3188,2014,10822,0.00571428571429,175
3189,2015,6595,0.0755813953488,172
3190,2015,10198,0.0181818181818,165
3191,2016,14661,0.0,29
3192,2016,15698,0.0,28
3193,2012,7030,0.875,8
3194,2015,13445,0.128048780488,164
3195,2015,12763,0.0,175
3196,2016,15621,0.0344827586207,29
3197,2014,11591,0.0,175
3198,2014,7084,0.0108695652174,184
3199,2016,13736,0.0384615384615,26
3200,2016,7105,0.0,29
3201,2014,6520,0.00540540540541,185
3202,2014,11828,0.0491803278689,61
3203,2015,6521,0.0,163
3204,2014,3084,0.0171428571429,175
3205,2016,12480,0.0,29
3206,2014,11372,0.0,175
3207,2016,12802,0.0,29
3208,2015,6647,0.0,173
3209,2016,13828,0.0344827586207,29
3210,2016,15263,0.0,29
3211,2012,3529,0.0,1
3212,2013,6649,0.0228571428571,175
3213,2015,10409,0.0795454545455,176
3214,2016,13415,0.0,29
3215,2016,6836,0.0,29
3216,2016,15311,0.0,27
3217,2015,13793,0.0578034682081,173
3218,2016,16057,0.0,29
3219,2012,2557,1.0,1
3220,2015,14012,0.0,168
3221,2016,14521,0.0,28
3222,2015,15029,0.0115606936416,173
3223,2016,12404,0.0,29
3224,2014,12641,0.0,175
3225,2015,15104,0.0120481927711,166
3226,2014,3962,0.0,98
3227,2013,6878,0.0182926829268,164
3228,2012,4585,0.5625,16
3229,2013,11137,0.0,182
3230,2015,3543,0.00595238095238,168
3231,2015,6547,0.0186335403727,161
3232,2015,13018,0.0804597701149,174
3233,2014,3358,0.00571428571429,175
3234,2012,2709,0.291666666667,24
3235,2013,11123,0.00540540540541,185
3236,2015,13923,0.0,173
3237,2015,12042,0.0,171
3238,2015,14838,0.00578034682081,173
3239,2014,11707,0.0228571428571,175
3240,2014,7043,0.0271739130435,184
3241,2016,16759,0.04,25
3242,2014,7066,0.0,184
3243,2015,13987,0.0116279069767,172
3244,2012,3159,0.179487179487,39
3245,2013,2513,0.0701754385965,171
3246,2015,14755,0.0,157
3247,2015,14035,0.0173410404624,173
3248,2016,11987,0.0,29
3249,2012,6550,0.342105263158,38
3250,2014,13291,0.0989010989011,182
3251,2013,3948,0.0,180
3252,2016,13611,0.0,29
3253,2016,15305,0.0,29
3254,2013,6762,0.0819672131148,183
3255,2015,10263,0.00581395348837,172
3256,2012,6918,0.142857142857,7
3257,2014,13298,0.00571428571429,175
3258,2016,7138,0.0,28
3259,2013,3500,0.00581395348837,172
3260,2015,12744,0.0395480225989,177
3261,2012,6347,0.333333333333,24
3262,2015,10573,0.0114942528736,174
3263,2016,6485,0.0,29
3264,2016,10788,0.111111111111,27
3265,2015,11169,0.0177514792899,169
3266,2015,12666,0.0,170
3267,2014,10843,0.0,183
3268,2015,3480,0.0411764705882,170
3269,2014,13405,0.00584795321637,171
3270,2016,15627,0.0344827586207,29
3271,2016,12384,0.0,30
3272,2012,7009,0.666666666667,6
3273,2015,14322,0.0350877192982,171
3274,2013,3530,0.00571428571429,175
3275,2015,7172,0.0175438596491,171
3276,2015,11284,0.0233918128655,171
3277,2016,15458,0.0,30
3278,2012,3311,1.0,2
3279,2015,7148,0.0,163
3280,2014,3515,0.0,175
3281,2013,6484,0.00546448087432,183
3282,2015,10214,0.0,161
3283,2016,15944,0.0,29
3284,2016,6948,0.0,29
3285,2012,6613,0.25,8
3286,2013,10630,0.0909090909091,176
3287,2014,11706,0.105882352941,170
3288,2013,2672,0.0284090909091,176
3289,2016,15717,0.0,28
3290,2014,7200,0.0380434782609,184
3291,2016,12453,0.0,28
3292,2016,14844,0.0,28
3293,2014,11064,0.0742857142857,175
3294,2016,15348,0.0,30
3295,2015,13679,0.0,168
3296,2016,16619,0.0,29
3297,2014,3030,0.00574712643678,174
3298,2015,11888,0.0848484848485,165
3299,2015,14326,0.0,67
3300,2016,13874,0.0,29
3301,2013,10452,0.0454545454545,22
3302,2016,12736,0.0,29
3303,2015,15098,0.0,169
3304,2015,11177,0.0574712643678,174
3305,2013,6467,0.0819672131148,183
3306,2015,14436,0.028901734104,173
3307,2012,2591,0.0,2
3308,2014,11710,0.168604651163,172
3309,2013,11011,0.0114285714286,175
3310,2016,14172,0.037037037037,27
3311,2016,16448,0.0689655172414,29
3312,2016,6378,0.0,29
3313,2013,7105,0.00558659217877,179
3314,2016,16957,0.0,13
3315,2012,6841,0.25,4
3316,2016,14968,0.0,28
3317,2014,10729,0.0111111111111,180
3318,2014,13368,0.0,174
3319,2016,13698,0.0,29
3320,2013,3452,0.0,180
3321,2015,10878,0.0119047619048,168
3322,2013,3523,0.04,175
3323,2015,12939,0.0,175
3324,2016,12744,0.0,30
3325,2015,11384,0.0301204819277,166
3326,2016,12972,0.0,29
3327,2014,13426,0.0228571428571,175
3328,2012,6979,0.375,8
3329,2016,14664,0.0,29
3330,2012,6796,0.666666666667,9
3331,2014,12313,0.0350877192982,171
3332,2015,12863,0.0460526315789,152
3333,2016,13328,0.0344827586207,29
3334,2016,15341,0.08,25
3335,2016,11879,0.0344827586207,29
3336,2014,13163,0.0054347826087,184
3337,2016,16873,0.181818181818,22
3338,2012,6396,0.6,15
3339,2014,13418,0.0,174
3340,2015,10958,0.0,174
3341,2016,16315,0.0,29
3342,2014,11297,0.0114285714286,175
3343,2012,3957,0.0,3
3344,2014,6668,0.0115606936416,173
3345,2015,13503,0.0,175
3346,2012,6809,1.0,5
3347,2016,16001,0.0,29
3348,2014,6430,0.0227272727273,176
3349,2015,14510,0.0,174
3350,2016,6705,0.0357142857143,28
3351,2016,10694,0.0344827586207,29
3352,2016,14001,0.0,29
3353,2014,13116,0.134502923977,171
3354,2015,11430,0.00588235294118,170
3355,2015,12023,0.0,174
3356,2016,13160,0.0,28
3357,2016,14406,0.0357142857143,28
3358,2016,11618,0.0,29
3359,2016,14832,0.0,28
3360,2015,13508,0.0115606936416,173
3361,2015,6800,0.0229885057471,174
3362,2016,13915,0.0,29
3363,2013,6611,0.0335195530726,179
3364,2016,15816,0.0,29
3365,2012,3179,0.0,2
3366,2012,7078,0.857142857143,7
3367,2014,3407,0.028901734104,173
3368,2015,12844,0.0647058823529,170
3369,2013,3959,0.00558659217877,179
3370,2013,10760,0.0350877192982,171
3371,2015,10920,0.0,171
3372,2013,7074,0.0655737704918,183
3373,2013,6988,0.0287356321839,174
3374,2014,6389,0.0108108108108,185
3375,2016,14330,0.0,29
3376,2015,12937,0.0299401197605,167
3377,2015,13228,0.0,176
3378,2016,16141,0.0344827586207,29
3379,2016,15931,0.0,27
3380,2016,12535,0.0,27
3381,2015,7197,0.0352941176471,170
3382,2014,13152,0.0532544378698,169
3383,2014,6534,0.0218579234973,183
3384,2015,12634,0.0595238095238,168
3385,2013,11703,0.0632183908046,174
3386,2014,12867,0.0786516853933,178
3387,2015,6742,0.0,176
3388,2016,16131,0.0,28
3389,2013,7084,0.00564971751412,177
3390,2015,14795,0.0,77
3391,2016,15616,0.0,28
3392,2012,6764,0.0555555555556,72
3393,2013,3332,0.0340909090909,176
3394,2014,11931,0.0955056179775,178
3395,2015,13111,0.0116279069767,172
3396,2015,12968,0.0238095238095,168
3397,2014,12601,0.0359281437126,167
3398,2013,3305,0.0118343195266,169
3399,2015,13747,0.0,172
3400,2016,12578,0.0,29
3401,2016,14162,0.0344827586207,29
3402,2016,12385,0.0,29
3403,2014,11731,0.0625,160
3404,2016,15856,0.0,28
3405,2016,16798,0.0,27
3406,2014,13234,0.010989010989,182
3407,2013,6861,0.0,183
3408,2013,7170,0.0224719101124,178
3409,2016,13664,0.0,29
3410,2013,3268,0.00564971751412,177
3411,2014,11778,0.14465408805,159
3412,2012,2771,0.15,20
3413,2016,16617,0.0,30
3414,2015,13000,0.0,176
3415,2015,15092,0.0,171
3416,2014,12507,0.0,184
3417,2015,3199,0.0595238095238,168
3418,2014,13506,0.0573248407643,157
3419,2015,12709,0.00574712643678,174
3420,2015,3490,0.00609756097561,164
3421,2013,11731,0.0265957446809,188
3422,2012,7135,0.8,5
3423,2015,11678,0.0229885057471,174
3424,2016,15781,0.0,28
3425,2016,15955,0.0,29
3426,2015,13108,0.0,174
3427,2012,3104,0.444444444444,9
3428,2015,7155,0.00581395348837,172
3429,2016,16622,0.0,27
3430,2016,15538,0.0,28
3431,2016,11384,0.137931034483,29
3432,2012,2796,0.375,8
3433,2014,6806,0.00574712643678,174
3434,2015,13705,0.00574712643678,174
3435,2014,6385,0.0054347826087,184
3436,2014,12901,0.00549450549451,182
3437,2013,10370,0.0111731843575,179
3438,2014,11937,0.0054347826087,184
3439,2013,3123,0.181818181818,11
3440,2014,11518,0.0222222222222,180
3441,2015,14600,0.00584795321637,171
3442,2014,6636,0.0111731843575,179
3443,2016,15466,0.0344827586207,29
3444,2016,6437,0.0,29
3445,2016,12458,0.0344827586207,29
3446,2016,15592,0.0,29
3447,2016,15223,0.0,30
3448,2016,6433,0.0,29
3449,2015,12316,0.0,164
3450,2012,6845,0.6,5
3451,2016,15877,0.0,30
3452,2015,3511,0.00578034682081,173
3453,2015,12933,0.0,172
3454,2014,12736,0.00549450549451,182
3455,2016,16019,0.0,18
3456,2013,6593,0.010989010989,91
3457,2015,3464,0.0228571428571,175
3458,2016,6776,0.0,26
3459,2016,7195,0.0,29
3460,2013,7022,0.0,182
3461,2014,13074,0.0346820809249,173
3462,2014,12835,0.00540540540541,185
3463,2016,7148,0.0,29
3464,2014,11903,0.0,182
3465,2014,10796,0.0,175
3466,2016,16796,0.0384615384615,26
3467,2013,3057,0.00571428571429,175
3468,2016,11408,0.0,29
3469,2016,15550,0.0,30
3470,2013,6504,0.0,183
3471,2014,11160,0.00549450549451,182
3472,2014,12620,0.032967032967,182
3473,2014,12904,0.0119760479042,167
3474,2016,10685,0.0,27
3475,2013,6904,0.0233918128655,171
3476,2016,10625,0.0,29
3477,2014,13113,0.118343195266,169
3478,2012,2274,0.0,1
3479,2015,6837,0.0176470588235,170
3480,2016,15480,0.04,25
3481,2012,2374,0.333333333333,3
3482,2013,7011,0.00558659217877,179
3483,2015,13585,0.0292397660819,171
3484,2012,3387,0.125,16
3485,2014,12634,0.0,178
3486,2013,11941,0.0,169
3487,2016,15830,0.0,28
3488,2014,12047,0.0273224043716,183
3489,2013,10544,0.00546448087432,183
3490,2014,12421,0.0,175
3491,2015,15188,0.163522012579,159
3492,2015,14179,0.0365853658537,164
3493,2014,12972,0.00584795321637,171
3494,2016,12046,0.0333333333333,30
3495,2014,13564,0.058064516129,155
3496,2014,3080,0.0,175
3497,2015,7005,0.051724137931,174
3498,2016,14918,0.0,29
3499,2012,6371,0.0,15
3500,2016,14632,0.0,29
3501,2012,3138,0.0,2
3502,2016,16010,0.0434782608696,23
3503,2016,15160,0.103448275862,29
3504,2015,12810,0.00591715976331,169
3505,2014,13502,0.23125,160
3506,2014,11194,0.0342857142857,175
3507,2015,12502,0.0116279069767,172
3508,2016,15596,0.0,29
3509,2013,3258,0.0909090909091,176
3510,2014,10292,0.0382513661202,183
3511,2015,6571,0.0,171
3512,2015,14916,0.00574712643678,174
3513,2012,6745,0.944444444444,18
3514,2012,6545,0.391304347826,23
3515,2015,12480,0.0175438596491,171
3516,2012,3015,0.333333333333,3
3517,2016,13521,0.0384615384615,26
3518,2015,14109,0.0,175
3519,2016,12775,0.0344827586207,29
3520,2012,3418,0.2,10
3521,2016,6654,0.0,29
3522,2016,11121,0.0357142857143,28
3523,2013,11868,0.0116279069767,172
3524,2016,15836,0.0,29
3525,2012,3268,0.2,5
3526,2016,16605,0.0,28
3527,2016,10756,0.0,25
3528,2016,12717,0.0,27
3529,2014,13475,0.10625,160
3530,2014,12856,0.021978021978,182
3531,2012,3054,0.0526315789474,19
3532,2012,2773,0.145454545455,55
3533,2014,7117,0.0,184
3534,2015,7130,0.0179640718563,167
3535,2016,13949,0.0,28
3536,2015,13903,0.00591715976331,169
3537,2016,12642,0.0,28
3538,2016,13572,0.0333333333333,30
3539,2016,13800,0.0344827586207,29
3540,2012,7069,1.0,3
3541,2013,3203,0.04,175
3542,2013,10729,0.00540540540541,185
3543,2014,12836,0.00571428571429,175
3544,2015,15256,0.0375,80
3545,2016,12853,0.0,29
3546,2014,7159,0.0165745856354,181
3547,2015,10604,0.0115606936416,173
3548,2016,14607,0.0,29
3549,2015,11945,0.191860465116,172
3550,2012,3025,0.5,42
3551,2016,13580,0.0,30
3552,2016,13511,0.0625,32
3553,2012,7174,1.0,6
3554,2015,7090,0.0454545454545,176
3555,2016,14768,0.0,30
3556,2015,12956,0.174825174825,143
3557,2014,12808,0.0898876404494,178
3558,2014,13535,0.0129032258065,155
3559,2015,14267,0.109826589595,173
3560,2014,13324,0.0166666666667,180
3561,2015,13666,0.0424242424242,165
3562,2016,15565,0.0,28
3563,2016,15195,0.0434782608696,23
3564,2012,2515,1.0,5
3565,2013,11147,0.0287356321839,174
3566,2012,6518,0.0,6
3567,2014,6601,0.0,181
3568,2015,11731,0.0297619047619,168
3569,2013,11760,0.242424242424,66
3570,2013,6799,0.0,179
3571,2015,12880,0.0514285714286,175
3572,2014,6513,0.0378378378378,185
3573,2014,3380,0.0171428571429,175
3574,2015,14005,0.0114942528736,174
3575,2016,6457,0.0,29
3576,2013,6370,0.0,183
3577,2014,10357,0.0171428571429,175
3578,2015,12575,0.0,172
3579,2016,14796,0.111111111111,27
3580,2015,12028,0.0,171
3581,2016,15657,0.153846153846,26
3582,2016,13934,0.0,30
3583,2012,3201,0.0660377358491,106
3584,2013,11746,0.00531914893617,188
3585,2015,6644,0.00588235294118,170
3586,2016,6799,0.0,29
3587,2015,15048,0.0,172
3588,2016,10347,0.0,27
3589,2012,6977,0.777777777778,9
3590,2013,11686,0.0731707317073,82
3591,2015,13131,0.0,176
3592,2015,14739,0.0,172
3593,2015,14533,0.114649681529,157
3594,2015,10288,0.00578034682081,173
3595,2015,15138,0.0736196319018,163
3596,2016,10492,0.0,28
3597,2015,7067,0.0,175
3598,2016,16084,0.0,29
3599,2012,3484,0.5,2
3600,2012,2967,0.0,1
3601,2016,12461,0.0,29
3602,2016,14702,0.192307692308,26
3603,2015,11181,0.00581395348837,172
3604,2016,10664,0.0,29
3605,2016,10375,0.0344827586207,29
3606,2015,6768,0.0759493670886,158
3607,2016,12523,0.0,28
3608,2016,15449,0.0,28
3609,2015,14477,0.0357142857143,168
3610,2015,12943,0.0,176
3611,2014,12616,0.00558659217877,179
3612,2016,14257,0.0,31
3613,2016,14416,0.0,29
3614,2014,10415,0.0114942528736,174
3615,2014,3308,0.0,174
3616,2015,10509,0.0,174
3617,2016,10767,0.0,29
3618,2016,14840,0.037037037037,27
3619,2015,14250,0.0402298850575,174
3620,2016,14550,0.153846153846,26
3621,2013,7111,0.0382513661202,183
3622,2015,13305,0.0,170
3623,2015,13179,0.0520231213873,173
3624,2016,6511,0.0,28
3625,2014,3112,0.0229885057471,174
3626,2014,13382,0.00588235294118,170
3627,2014,6605,0.0,182
3628,2015,13680,0.00574712643678,174
3629,2015,6452,0.0,175
3630,2015,14260,0.0,169
3631,2013,7103,0.0113636363636,176
3632,2015,12527,0.031847133758,157
3633,2012,3055,0.0,7
3634,2014,13489,0.0117647058824,170
3635,2016,16975,0.0,10
3636,2012,3959,0.0,6
3637,2014,12508,0.0,175
3638,2014,7186,0.0217391304348,184
3639,2013,7018,0.0113636363636,176
3640,2014,11772,0.166666666667,180
3641,2016,15885,0.0,29
3642,2014,7162,0.0,183
3643,2012,7145,1.0,5
3644,2016,13189,0.0,28
3645,2015,15081,0.0416666666667,168
3646,2015,13184,0.0674157303371,89
3647,2016,13072,0.0,29
3648,2015,13891,0.0114942528736,174
3649,2015,15194,0.056,125
3650,2013,6969,0.0,176
3651,2015,13886,0.0117647058824,170
3652,2013,11441,0.0165745856354,181
3653,2015,3945,0.00574712643678,174
3654,2014,11856,0.00578034682081,173
3655,2015,11696,0.0402298850575,174
3656,2016,14874,0.0,30
3657,2016,14548,0.0344827586207,29
3658,2012,3293,0.0909090909091,11
3659,2012,2370,0.333333333333,6
3660,2012,2338,0.666666666667,3
3661,2014,10375,0.04,175
3662,2014,13330,0.0116959064327,171
3663,2015,15024,0.166666666667,6
3664,2014,6991,0.010989010989,182
3665,2013,6367,0.0,180
3666,2016,13960,0.0,29
3667,2015,10569,0.0613496932515,163
3668,2013,6481,0.0327868852459,183
3669,2015,14424,0.0,175
3670,2014,11403,0.0115606936416,173
3671,2015,12838,0.0,176
3672,2015,7048,0.0171428571429,175
3673,2013,6782,0.0295857988166,169
3674,2015,14526,0.0,172
3675,2015,11980,0.725663716814,113
3676,2015,10408,0.0,166
3677,2016,15936,0.103448275862,29
3678,2015,13385,0.0755813953488,172
3679,2013,6781,0.0116279069767,172
3680,2016,16006,0.0,29
3681,2013,6442,0.0,183
3682,2015,14204,0.0,43
3683,2015,15058,0.0115606936416,173
3684,2015,14024,0.0229885057471,174
3685,2012,3264,0.5,4
3686,2015,14788,0.134615384615,156
3687,2015,12875,0.0,173
3688,2015,12546,0.0114285714286,175
3689,2015,14812,0.0,175
3690,2014,11504,0.0,180
3691,2016,12531,0.0,28
3692,2013,2831,0.0340909090909,176
3693,2014,12414,0.0116959064327,171
3694,2016,14227,0.0,29
3695,2016,15358,0.0,30
3696,2016,11893,0.0,29
3697,2016,14213,0.0344827586207,29
3698,2013,6756,0.00546448087432,183
3699,2012,2562,0.0,10
3700,2015,15001,0.0,171
3701,2016,6435,0.0344827586207,29
3702,2015,14085,0.0,173
3703,2012,6714,0.0535714285714,56
3704,2013,7189,0.060773480663,181
3705,2016,13397,0.0,29
3706,2012,3290,0.642857142857,14
3707,2014,12655,0.0114942528736,174
3708,2014,6392,0.0655737704918,183
3709,2015,6688,0.0,71
3710,2016,12529,0.0,29
3711,2015,13869,0.0675675675676,74
3712,2012,7084,0.6,5
3713,2014,4595,0.00584795321637,171
3714,2016,15422,0.0,24
3715,2013,6594,0.00555555555556,180
3716,2016,15382,0.0,29
3717,2012,2829,1.0,1
3718,2015,15140,0.0245398773006,163
3719,2016,13020,0.0,29
3720,2014,3419,0.0232558139535,172
3721,2015,6622,0.0,154
3722,2016,6386,0.0,29
3723,2012,6866,0.5,4
3724,2014,10766,0.0402298850575,174
3725,2012,6424,0.636363636364,11
3726,2016,10987,0.0,29
3727,2015,11987,0.0355029585799,169
3728,2016,16210,0.0,28
3729,2015,6784,0.0,158
3730,2015,6714,0.0115606936416,173
