,year,student_id,absence_rate,total
6455,2016,15031,0.0,29
6456,2015,14671,0.0,171
6457,2014,6569,0.0287356321839,174
6458,2012,6894,0.0,4
6459,2014,13404,0.0115606936416,173
6460,2014,12376,0.222222222222,9
6461,2016,13951,0.0,28
6462,2016,16512,0.0,29
6463,2016,13701,0.0,29
6464,2012,6799,0.666666666667,3
6465,2012,3276,0.0,2
6466,2014,13568,0.0316455696203,158
6467,2015,11092,0.0406976744186,172
6468,2013,3942,0.0111111111111,180
6469,2015,13454,0.00813008130081,123
6470,2013,2586,0.0114285714286,175
6471,2013,6971,0.0,180
6472,2016,12784,0.0,30
6473,2013,11320,0.0,173
6474,2016,16903,0.0434782608696,23
6475,2015,10576,0.0350877192982,171
6476,2016,13081,0.0,8
6477,2014,6383,0.0,184
6478,2015,15694,0.0,13
6479,2014,7012,0.021978021978,182
6480,2015,10286,0.0118343195266,169
6481,2015,14579,0.0,176
6482,2013,6807,0.0340909090909,176
6483,2016,16863,0.047619047619,21
6484,2013,7155,0.0384615384615,182
6485,2014,3171,0.0,175
6486,2014,6966,0.016393442623,183
6487,2016,13616,0.0714285714286,28
6488,2015,11602,0.0,171
6489,2013,11013,0.0277777777778,180
6490,2014,12636,0.075,40
6491,2015,13750,0.0,175
6492,2016,13613,0.0,29
6493,2016,15133,0.0,26
6494,2014,11748,0.00561797752809,178
6495,2016,13250,0.0,29
6496,2012,3342,0.108108108108,37
6497,2015,11960,0.0,171
6498,2014,7123,0.0,174
6499,2015,13613,0.0490797546012,163
6500,2015,14670,0.0,171
6501,2016,10737,0.0,28
6502,2016,13923,0.0,29
6503,2015,13231,0.0429447852761,163
6504,2014,13120,0.0457142857143,175
6505,2012,3242,0.0,1
6506,2016,13108,0.0,29
6507,2013,6962,0.0229885057471,174
6508,2014,11298,0.0520231213873,173
6509,2015,12684,0.00588235294118,170
6510,2014,10882,0.0655737704918,183
6511,2012,3964,0.0833333333333,12
6512,2015,13165,0.0239520958084,167
6513,2015,12680,0.0,175
6514,2015,10519,0.00578034682081,173
6515,2013,6476,0.0777777777778,180
6516,2015,11843,0.231213872832,173
6517,2013,6849,0.0491803278689,183
6518,2016,15933,0.0689655172414,29
6519,2016,15314,0.0,29
6520,2012,7112,1.0,2
6521,2015,6582,0.0,166
6522,2015,10651,0.0,171
6523,2016,15109,0.172413793103,29
6524,2013,7013,0.0109289617486,183
6525,2015,11771,0.00588235294118,170
6526,2016,10321,0.0,28
6527,2016,6427,0.107142857143,28
6528,2014,6339,0.0,175
6529,2016,6898,0.0,29
6530,2015,12806,0.0,172
6531,2016,10252,0.172413793103,29
6532,2014,3925,0.0,175
6533,2016,14503,0.0689655172414,29
6534,2015,14543,0.00578034682081,173
6535,2013,6793,0.00561797752809,178
6536,2016,14423,0.0,30
6537,2015,14452,0.0,178
6538,2012,3265,0.269230769231,26
6539,2012,2821,0.0384615384615,52
6540,2014,4570,0.0628571428571,175
6541,2016,7122,0.0,29
6542,2016,6344,0.0,29
6543,2014,4573,0.00571428571429,175
6544,2015,12720,0.0117647058824,170
6545,2015,12404,0.0120481927711,166
6546,2015,13282,0.0628571428571,175
6547,2016,16402,0.153846153846,26
6548,2014,11809,0.045197740113,177
6549,2015,14986,0.0,169
6550,2013,6810,0.00558659217877,179
6551,2015,11526,0.0696202531646,158
6552,2013,3045,0.0,175
6553,2016,14019,0.0,29
6554,2016,16464,0.0,28
6555,2016,14248,0.103448275862,29
6556,2014,6751,0.0,183
6557,2013,10274,0.00602409638554,166
6558,2014,12842,0.116438356164,146
6559,2014,3387,0.00578034682081,173
6560,2012,3294,0.0862068965517,58
6561,2015,6710,0.0,174
6562,2013,6552,0.0165745856354,181
6563,2013,7203,0.0171428571429,175
6564,2015,6409,0.0,170
6565,2015,10828,0.0284090909091,176
6566,2016,12591,0.0,25
6567,2016,16148,0.0,25
6568,2015,6566,0.0,177
6569,2012,2560,0.0,2
6570,2013,11798,0.0160427807487,187
6571,2012,3108,1.0,1
6572,2013,11932,0.028901734104,173
6573,2013,3507,0.0114285714286,175
6574,2014,6989,0.0,8
6575,2016,14675,0.0,29
6576,2015,13126,0.0,171
6577,2016,15436,0.0,29
6578,2013,2849,0.0225988700565,177
6579,2013,3557,0.0285714285714,175
6580,2013,3336,0.0114285714286,175
6581,2015,6698,0.00606060606061,165
6582,2015,11128,0.00571428571429,175
6583,2013,7086,0.0,183
6584,2016,15381,0.0,30
6585,2013,11367,0.0111731843575,179
6586,2014,12852,0.00540540540541,185
6587,2016,13125,0.0,29
6588,2016,11271,0.0,28
6589,2014,12750,0.0,182
6590,2016,10226,0.0344827586207,29
6591,2016,16531,0.0,29
6592,2014,3204,0.0,175
6593,2015,14899,0.0114942528736,174
6594,2015,12349,0.00636942675159,157
6595,2016,6800,0.0,28
6596,2012,2745,0.111111111111,9
6597,2016,15880,0.0,30
6598,2016,11719,0.0,30
6599,2012,2326,1.0,1
6600,2012,7080,0.25,16
6601,2015,14349,0.093023255814,172
6602,2015,14417,0.0357142857143,168
6603,2012,3012,0.142857142857,14
6604,2016,15057,0.0,29
6605,2014,10992,0.00561797752809,178
6606,2016,15411,0.0714285714286,28
6607,2013,10429,0.00578034682081,173
6608,2014,13197,0.0386740331492,181
6609,2016,13519,0.0,28
6610,2016,16918,0.142857142857,21
6611,2013,6725,0.0118343195266,169
6612,2015,14443,0.0645161290323,62
6613,2014,6518,0.0171428571429,175
6614,2012,6429,0.3125,16
6615,2014,10889,0.0,178
6616,2015,14701,0.0,174
6617,2015,14569,0.0,166
6618,2013,2436,0.00571428571429,175
6619,2015,10383,0.0114285714286,175
6620,2016,11724,0.0,28
6621,2016,14437,0.0,29
6622,2014,6777,0.00549450549451,182
6623,2015,12771,0.00574712643678,174
6624,2016,6638,0.0,28
6625,2016,6497,0.0,29
6626,2016,11518,0.0,27
6627,2015,12756,0.0578034682081,173
6628,2012,6492,0.5,2
6629,2013,11227,0.0,181
6630,2014,11626,0.0,183
6631,2016,14885,0.0,28
6632,2013,3519,0.093567251462,171
6633,2015,11853,0.0402298850575,174
6634,2013,6441,0.0228571428571,175
6635,2015,14879,0.00578034682081,173
6636,2014,11482,0.00571428571429,175
6637,2016,12752,0.0,28
6638,2012,2476,0.0,1
6639,2013,4595,0.0172413793103,174
6640,2015,7045,0.0,171
6641,2016,6621,0.0,28
6642,2016,14802,0.0,30
6643,2016,12467,0.0,28
6644,2013,3453,0.00561797752809,178
6645,2015,12628,0.0290697674419,172
6646,2016,6862,0.0,28
6647,2016,6765,0.0,29
6648,2014,10563,0.00574712643678,174
6649,2014,10426,0.0685714285714,175
6650,2016,16488,0.115384615385,26
6651,2015,12927,0.0175438596491,171
6652,2016,15349,0.0,30
6653,2012,2995,0.0,2
6654,2015,13100,0.0,165
6655,2015,14736,0.0,4
6656,2016,12763,0.0,30
6657,2014,12545,0.0279329608939,179
6658,2016,14251,0.0357142857143,28
6659,2012,6961,1.0,2
6660,2016,6554,0.0357142857143,28
6661,2016,13431,0.0,28
6662,2015,13268,0.0284090909091,176
6663,2016,16132,0.0,29
6664,2014,10262,0.0,185
6665,2012,6934,0.0909090909091,11
6666,2016,12898,0.0,29
6667,2015,13817,0.0,172
6668,2016,6858,0.0,27
6669,2016,11642,0.0,29
6670,2015,14376,0.0,173
6671,2015,13094,0.0503144654088,159
6672,2012,2300,0.2,10
6673,2015,15007,0.00571428571429,175
6674,2015,14726,0.0,107
6675,2016,15665,0.0,29
6676,2013,6661,0.0,175
6677,2015,14625,0.0227272727273,176
6678,2013,6932,0.0,172
6679,2012,6998,1.0,1
6680,2016,11765,0.0,29
6681,2016,12489,0.0,29
6682,2013,6440,0.0,183
6683,2014,3315,0.0344827586207,174
6684,2015,11921,0.0,112
6685,2016,10764,0.107142857143,28
6686,2012,2583,0.261904761905,42
6687,2012,3016,0.027027027027,74
6688,2015,14065,0.00617283950617,162
6689,2014,7088,0.00552486187845,181
6690,2015,14894,0.0538922155689,167
6691,2013,2348,0.0114285714286,175
6692,2013,3169,0.0,175
6693,2015,12910,0.0,171
6694,2016,12993,0.037037037037,27
6695,2015,6525,0.0,167
6696,2014,6823,0.00578034682081,173
6697,2014,3166,0.0,174
6698,2014,11940,0.054347826087,184
6699,2016,16806,0.0,27
6700,2013,6678,0.0284090909091,176
6701,2015,14703,0.148936170213,141
6702,2015,6383,0.0,174
6703,2016,14348,0.0,28
6704,2016,14405,0.0,27
6705,2013,11678,0.0175438596491,171
6706,2013,11757,0.0756756756757,185
6707,2014,3424,0.0852272727273,176
6708,2014,11260,0.0,173
6709,2014,13521,0.0251572327044,159
6710,2014,6433,0.0218579234973,183
6711,2014,6912,0.0,173
6712,2015,13310,0.0,159
6713,2013,3971,0.0555555555556,180
6714,2016,16436,0.0,29
6715,2012,7040,0.5,6
6716,2015,12781,0.0116279069767,172
6717,2012,6530,0.0,1
6718,2016,16382,0.0,28
6719,2014,12488,0.0111731843575,179
6720,2015,14198,0.0125786163522,159
6721,2016,11435,0.0,27
6722,2015,6458,0.0310559006211,161
6723,2016,13782,0.0,28
6724,2016,15457,0.0344827586207,29
6725,2015,13217,0.0285714285714,175
6726,2016,7143,0.0,29
6727,2015,7186,0.0114942528736,174
6728,2015,14534,0.0,176
6729,2015,13880,0.0397727272727,176
6730,2016,10569,0.0,28
6731,2016,7183,0.0,29
6732,2016,14026,0.0,29
6733,2016,6748,0.0,29
6734,2014,11507,0.0297619047619,168
6735,2016,14989,0.0,30
6736,2016,11681,0.0,29
6737,2015,13961,0.00584795321637,171
6738,2016,15074,0.0,29
6739,2016,14025,0.0,29
6740,2016,16976,0.0,8
6741,2015,14681,0.0,173
6742,2016,12393,0.0,29
6743,2014,6489,0.0361445783133,166
6744,2015,13829,0.0178571428571,168
6745,2016,14278,0.0689655172414,29
6746,2013,11922,0.0535714285714,168
6747,2013,6900,0.0350877192982,171
6748,2016,16587,0.0,30
6749,2016,10401,0.0,25
6750,2015,6756,0.00581395348837,172
6751,2016,7141,0.0,29
6752,2012,3221,1.0,2
6753,2013,6797,0.0167597765363,179
6754,2014,10304,0.0893854748603,179
6755,2015,11121,0.0123456790123,162
6756,2013,10707,0.0342857142857,175
6757,2015,6958,0.0,166
6758,2015,6355,0.0,46
6759,2012,2657,0.0,1
6760,2014,10751,0.0,185
6761,2013,10360,0.0,5
6762,2013,10509,0.0,179
6763,2015,11838,0.00595238095238,168
6764,2016,16150,0.0,29
6765,2015,11766,0.0,174
6766,2014,12520,0.00571428571429,175
6767,2016,12577,0.0384615384615,26
6768,2015,12506,0.032967032967,91
6769,2013,10401,0.0297619047619,168
6770,2014,3507,0.00571428571429,175
6771,2012,6808,1.0,3
6772,2012,7195,0.0,9
6773,2013,6663,0.0,175
6774,2012,2600,1.0,3
6775,2014,13050,0.0054347826087,184
6776,2016,15276,0.0,29
6777,2016,14624,0.0,27
6778,2013,10957,0.0,171
6779,2015,14593,0.00561797752809,178
6780,2016,13267,0.0,30
6781,2015,12623,0.0,176
6782,2016,16775,0.0,26
6783,2016,16974,0.0,8
6784,2012,2985,0.0,8
6785,2015,12488,0.00581395348837,172
6786,2016,16639,0.0,30
6787,2014,13550,0.1,150
6788,2014,11800,0.0114285714286,175
6789,2016,15306,0.0,29
6790,2013,10624,0.0,175
6791,2015,13287,0.0,173
6792,2016,15909,0.0,28
6793,2016,15127,0.037037037037,27
6794,2014,10823,0.010989010989,182
6795,2014,6842,0.0601092896175,183
6796,2016,12871,0.0,29
6797,2015,10832,0.5,2
6798,2014,12492,0.0,168
6799,2015,14643,0.0,167
6800,2015,14585,0.0223463687151,179
6801,2015,12924,0.0116959064327,171
6802,2016,11304,0.0,29
6803,2012,3187,0.0,7
6804,2013,10910,0.0432432432432,185
6805,2012,2936,0.75,4
6806,2014,6916,0.0,174
6807,2015,7106,0.00581395348837,172
6808,2016,13626,0.0,29
6809,2016,13562,0.0,29
6810,2014,13584,0.0227272727273,132
6811,2016,15645,0.0,27
6812,2016,15279,0.0,29
6813,2016,12608,0.0344827586207,29
6814,2016,7081,0.0,29
6815,2013,3531,0.0342857142857,175
6816,2014,10717,0.0,174
6817,2016,12848,0.0,29
6818,2014,6499,0.0837988826816,179
6819,2015,14811,0.0115606936416,173
6820,2012,6886,0.176470588235,17
6821,2014,12348,0.0111731843575,179
6822,2012,2349,0.0,1
6823,2015,15046,0.028901734104,173
6824,2015,13947,0.0108695652174,92
6825,2016,16817,0.269230769231,26
6826,2015,13969,0.00613496932515,163
6827,2014,13425,0.402985074627,67
6828,2013,11858,0.0,176
6829,2014,13329,0.125,16
6830,2014,6539,0.0581395348837,172
6831,2015,10956,0.00588235294118,170
6832,2015,6522,0.0,172
6833,2012,6699,0.0,1
6834,2014,12806,0.0112359550562,178
6835,2015,6674,0.0,174
6836,2014,12896,0.0454545454545,176
6837,2015,6669,0.00574712643678,174
6838,2016,16717,0.0,29
6839,2015,10760,0.0432098765432,162
6840,2014,6839,0.0597826086957,184
6841,2016,7040,0.0,23
6842,2015,14961,0.0,168
6843,2015,13020,0.0175438596491,171
6844,2015,10385,0.0348837209302,172
6845,2016,14837,0.0,28
6846,2016,15709,0.0,28
6847,2014,12355,0.0224719101124,178
6848,2016,15542,0.0,29
6849,2016,12405,0.166666666667,30
6850,2013,6702,0.0574712643678,174
6851,2013,3230,0.0451612903226,155
6852,2015,14173,0.0,174
6853,2015,13068,0.0117647058824,170
6854,2012,3368,0.2,5
6855,2015,7076,0.0114942528736,174
6856,2014,11632,0.0114942528736,174
6857,2014,13451,0.0,175
6858,2014,10782,0.028901734104,173
6859,2014,13101,0.021978021978,182
6860,2016,6533,0.0344827586207,29
6861,2013,11831,0.403225806452,62
6862,2016,12716,0.0,29
6863,2015,14859,0.0173410404624,173
6864,2014,13131,0.0,185
6865,2014,13248,0.0,182
6866,2016,14193,0.0,29
6867,2016,10544,0.0,29
6868,2016,11234,0.0,29
6869,2012,2449,0.0,7
6870,2016,16653,0.0,30
6871,2013,6427,0.106145251397,179
6872,2014,12943,0.0,185
6873,2012,6747,1.0,7
6874,2014,6727,0.0402298850575,174
6875,2015,12536,0.0119760479042,167
6876,2012,7014,1.0,1
6877,2013,6902,0.0639534883721,172
6878,2015,6658,0.0121951219512,164
6879,2014,6659,0.0632183908046,174
6880,2013,3454,0.0759493670886,158
6881,2013,6505,0.0276243093923,181
6882,2015,10649,0.0,174
6883,2016,16206,0.0,29
6884,2015,11859,0.136094674556,169
6885,2016,13127,0.103448275862,29
6886,2014,10939,0.0,175
6887,2016,16868,0.0,24
6888,2016,13887,0.0,29
6889,2015,14576,0.0,173
6890,2015,13417,0.0,176
6891,2016,16732,0.0344827586207,29
6892,2016,16508,0.0,27
6893,2014,12910,0.0,181
6894,2013,6605,0.0222222222222,180
6895,2013,3529,0.0228571428571,175
6896,2016,15801,0.0,28
6897,2016,14951,0.0333333333333,30
6898,2015,14051,0.0242424242424,165
6899,2014,13114,0.016393442623,183
6900,2015,15033,0.00571428571429,175
6901,2015,13733,0.0176470588235,170
6902,2014,11052,0.0285714285714,175
6903,2014,7108,0.021978021978,182
6904,2015,13725,0.0,175
6905,2016,16657,0.0,28
6906,2013,7054,0.0111111111111,180
6907,2012,7124,1.0,1
6908,2016,11758,0.0,29
6909,2015,3382,0.0126582278481,79
6910,2016,16926,0.0,19
6911,2016,10483,0.0,29
6912,2015,12351,0.0,174
6913,2016,6542,0.0,29
6914,2015,6397,0.0245398773006,163
6915,2015,15069,0.00602409638554,166
6916,2016,15737,0.0,29
6917,2014,6350,0.0114285714286,175
6918,2015,12468,0.0650887573964,169
6919,2015,14903,0.0368098159509,163
6920,2013,3555,0.0172413793103,174
6921,2016,16827,0.136363636364,22
6922,2015,12515,0.0114942528736,174
6923,2015,13909,0.047619047619,168
6924,2016,13600,0.0,30
6925,2015,13259,0.0903614457831,166
6926,2012,6963,1.0,13
6927,2012,6916,0.5,2
6928,2016,15152,0.0344827586207,29
6929,2014,10496,0.016393442623,183
6930,2015,14261,0.0116279069767,172
6931,2015,12444,0.0759493670886,158
6932,2016,16821,0.08,25
6933,2016,15853,0.0,29
6934,2014,6841,0.0165745856354,181
6935,2016,14612,0.0,29
6936,2014,7189,0.070652173913,184
6937,2012,7139,0.0,2
6938,2013,6614,0.0326797385621,153
6939,2014,13386,0.16,175
6940,2012,6731,0.333333333333,3
6941,2014,13236,0.016393442623,183
6942,2014,12694,0.0,178
6943,2016,16581,0.0,28
6944,2016,14565,0.0,29
6945,2016,16452,0.0333333333333,30
6946,2016,11833,0.178571428571,28
6947,2016,14432,0.0,28
6948,2016,15219,0.0,29
6949,2012,6608,0.0147058823529,68
6950,2014,6495,0.0,183
6951,2015,13568,0.0,171
6952,2015,10683,0.0,166
6953,2014,11797,0.104651162791,172
6954,2014,6574,0.0934065934066,182
6955,2015,13862,0.0406976744186,172
6956,2014,13108,0.0111731843575,179
6957,2015,14395,0.0,172
6958,2015,3523,0.0,172
6959,2013,6981,0.0222222222222,180
6960,2014,6733,0.0621118012422,161
6961,2014,3531,0.0231213872832,173
6962,2013,10415,0.0110497237569,181
6963,2016,6370,0.0344827586207,29
6964,2016,14334,0.0,5
6965,2015,6715,0.0114942528736,174
6966,2014,7087,0.0326086956522,184
6967,2013,3392,0.0114285714286,175
6968,2015,3082,0.0457142857143,175
6969,2016,14191,0.0333333333333,30
6970,2014,6874,0.0,174
6971,2016,11310,0.0,29
6972,2015,12737,0.0119047619048,168
6973,2016,16095,0.0,27
6974,2013,3278,0.0555555555556,180
6975,2014,6457,0.00546448087432,183
6976,2012,6612,1.0,3
6977,2015,3377,0.0,175
6978,2016,10600,0.0,29
6979,2016,13281,0.0344827586207,29
6980,2015,7054,0.0284090909091,176
6981,2012,6869,0.5,2
6982,2015,12592,0.0243902439024,164
6983,2013,3180,0.0114285714286,175
6984,2016,14272,0.0,29
6985,2016,15124,0.0,27
6986,2016,3436,0.0,27
6987,2015,13331,0.0,173
6988,2015,14332,0.1875,16
6989,2016,12838,0.0,30
6990,2013,11872,0.208955223881,67
6991,2014,6957,0.060773480663,181
6992,2014,3422,0.04,175
6993,2016,6576,0.103448275862,29
6994,2012,6935,0.0,1
6995,2014,10265,0.0977011494253,174
6996,2014,6973,0.00564971751412,177
6997,2014,6525,0.0193548387097,155
6998,2014,12953,0.0,181
6999,2015,12802,0.0,173
7000,2015,6707,0.0574712643678,174
7001,2013,11740,0.037037037037,189
7002,2014,3528,0.0113636363636,176
7003,2012,6365,1.0,3
7004,2016,15649,0.0,27
7005,2015,11489,0.0397727272727,176
7006,2016,14527,0.0333333333333,30
7007,2016,15488,0.333333333333,27
7008,2013,11407,0.0,178
7009,2014,11945,0.159340659341,182
7010,2013,11400,0.0,180
7011,2015,6358,0.0,176
7012,2013,6592,0.00595238095238,168
7013,2016,13017,0.0689655172414,29
7014,2016,13194,0.0,29
7015,2016,14720,0.0,26
7016,2016,11625,0.0,28
7017,2016,14368,0.0,29
7018,2013,3161,0.00558659217877,179
7019,2016,6806,0.0,29
7020,2014,12863,0.0192307692308,156
7021,2016,11459,0.0344827586207,29
7022,2016,12901,0.172413793103,29
7023,2014,13471,0.0119760479042,167
7024,2015,6659,0.0751445086705,173
7025,2013,7175,0.016393442623,183
7026,2015,15239,0.0,129
7027,2016,6947,0.0333333333333,30
7028,2016,16764,0.0,28
7029,2015,13283,0.0,165
7030,2015,10429,0.0118343195266,169
7031,2015,12528,0.0,167
7032,2016,14671,0.0,29
7033,2016,13942,0.0,29
7034,2015,14876,0.0,168
7035,2014,11284,0.0693641618497,173
7036,2016,16518,0.0357142857143,28
7037,2014,6783,0.0506329113924,158
7038,2014,12594,0.0115606936416,173
7039,2015,15152,0.0,165
7040,2013,3464,0.00571428571429,175
7041,2015,6503,0.0,170
7042,2012,6561,0.125,24
7043,2015,6797,0.0,168
7044,2013,6692,0.0,182
7045,2015,13795,0.046511627907,172
7046,2012,6921,0.0,3
7047,2015,14508,0.0778443113772,167
7048,2013,4572,0.0232558139535,172
7049,2016,16535,0.0357142857143,28
7050,2014,10221,0.00574712643678,174
7051,2016,14694,0.0,29
7052,2016,16620,0.0,26
7053,2013,7056,0.00564971751412,177
7054,2013,11888,0.0611111111111,180
7055,2013,11747,0.0350877192982,171
7056,2015,6734,0.0232558139535,172
7057,2012,3332,0.625,8
7058,2013,6660,0.00555555555556,180
7059,2014,12486,0.0138888888889,144
7060,2015,15217,0.013698630137,146
7061,2015,13135,0.046511627907,172
7062,2016,6607,0.0689655172414,29
7063,2015,14707,0.0,175
7064,2012,6937,0.333333333333,15
7065,2015,3289,0.0352941176471,170
7066,2016,16130,0.0,29
7067,2015,6981,0.0114285714286,175
7068,2015,6738,0.0172413793103,174
7069,2016,16002,0.0,29
7070,2016,10478,0.0,29
7071,2016,12708,0.0,30
7072,2014,11292,0.0168539325843,178
7073,2015,6359,0.0,174
7074,2015,6646,0.00578034682081,173
7075,2014,12037,0.131428571429,175
7076,2016,10941,0.0,30
7077,2013,11015,0.0054347826087,184
7078,2014,11309,0.0,175
7079,2014,10529,0.0,185
7080,2014,11303,0.0177514792899,169
7081,2015,15016,0.0,175
7082,2016,12565,0.0,29
7083,2015,13719,0.0114285714286,175
7084,2016,12870,0.0,29
7085,2015,3311,0.0344827586207,174
7086,2016,11577,0.0,27
7087,2014,6935,0.0491803278689,183
7088,2016,6760,0.0689655172414,29
7089,2014,11762,0.174157303371,178
7090,2014,6667,0.0,173
7091,2015,13551,0.0,24
7092,2012,3087,0.5,2
7093,2013,3190,0.0171428571429,175
7094,2013,6980,0.0220994475138,181
7095,2015,10948,0.0295857988166,169
7096,2012,3056,0.7,10
7097,2013,11470,0.0111731843575,179
7098,2014,7115,0.016393442623,183
7099,2015,12364,0.0,177
7100,2013,10446,0.016393442623,183
7101,2012,7099,0.142857142857,14
7102,2016,16511,0.0,29
7103,2015,11076,0.0,173
7104,2016,14125,0.0,30
7105,2013,7030,0.0552486187845,181
7106,2016,11568,0.0,29
7107,2013,11252,0.0,172
7108,2015,10624,0.0,175
7109,2014,13519,0.0191082802548,157
7110,2013,2509,0.0,175
7111,2016,15451,0.214285714286,28
7112,2015,7002,0.0120481927711,166
7113,2014,11912,0.0231213872832,173
7114,2016,12780,0.0,29
7115,2014,13190,0.0108695652174,184
7116,2015,6884,0.0361445783133,166
7117,2016,13959,0.0,29
7118,2015,13472,0.0231213872832,173
7119,2015,13633,0.0,175
7120,2015,7065,0.0174418604651,172
7121,2014,10941,0.010989010989,182
7122,2016,6969,0.0,30
7123,2016,16546,0.0,29
7124,2013,3222,0.0,175
7125,2016,14549,0.0,29
7126,2014,6533,0.0109289617486,183
7127,2016,7012,0.0,28
7128,2014,10872,0.0,183
7129,2012,3153,1.0,4
7130,2014,3311,0.0685714285714,175
7131,2016,6677,0.0689655172414,29
7132,2013,7041,0.0497237569061,181
7133,2015,6497,0.00588235294118,170
7134,2015,12748,0.00617283950617,162
7135,2014,12900,0.0171428571429,175
7136,2012,7131,0.25,8
7137,2015,14431,0.0,164
7138,2016,12785,0.0,30
7139,2016,16248,0.0689655172414,29
7140,2014,6401,0.0819672131148,183
7141,2016,6600,0.0,29
7142,2016,13806,0.0,27
7143,2013,11722,0.10582010582,189
7144,2014,3288,0.0,175
7145,2016,12374,0.0,29
7146,2016,16091,0.0,29
7147,2014,12494,0.046511627907,86
7148,2013,7033,0.0167597765363,179
7149,2014,7167,0.0327868852459,183
7150,2015,13670,0.0357142857143,28
7151,2016,6382,0.0,29
7152,2015,12889,0.0,177
7153,2015,10301,0.0126582278481,158
7154,2016,6853,0.0,29
7155,2014,12759,0.0574712643678,174
7156,2015,11033,0.0,169
7157,2016,6486,0.0,29
7158,2016,10861,0.0,29
7159,2013,2282,0.0,175
7160,2013,11974,0.121951219512,164
7161,2014,3926,0.0171428571429,175
7162,2013,2735,0.0388888888889,180
7163,2013,11860,0.0,176
7164,2015,12638,0.0584795321637,171
7165,2016,14926,0.0,28
7166,2016,12911,0.0,29
7167,2014,6510,0.0108695652174,184
7168,2016,11909,0.0,27
7169,2015,14923,0.1,100
7170,2016,16169,0.0,29
7171,2013,2895,0.0114285714286,175
7172,2012,6861,0.285714285714,7
7173,2013,6449,0.00558659217877,179
7174,2015,7160,0.0114942528736,174
7175,2015,12859,0.00571428571429,175
7176,2016,14116,0.0357142857143,28
7177,2015,14372,0.0764705882353,170
7178,2013,6507,0.00546448087432,183
7179,2013,6750,0.0,174
7180,2016,12917,0.0,29
7181,2016,12693,0.0,30
7182,2013,6798,0.0404624277457,173
7183,2013,6905,0.0167597765363,179
7184,2015,6704,0.0171428571429,175
7185,2015,13559,0.00613496932515,163
7186,2016,7099,0.0,28
7187,2015,15035,0.0705882352941,170
7188,2016,6407,0.0,29
7189,2016,15692,0.0,29
7190,2015,11047,0.0,175
7191,2013,11694,0.0540540540541,185
7192,2015,14185,0.0887573964497,169
7193,2014,10569,0.0561797752809,178
7194,2013,10766,0.0172413793103,174
7195,2015,12489,0.00588235294118,170
7196,2016,16331,0.0344827586207,29
7197,2016,14490,0.0689655172414,29
7198,2014,10738,0.00578034682081,173
7199,2014,6448,0.0108695652174,184
7200,2014,6384,0.0,185
7201,2012,3194,1.0,3
7202,2015,12340,0.0,173
7203,2014,3220,0.0,175
7204,2015,14603,0.0,172
7205,2016,16536,0.0,30
7206,2012,2955,0.0,38
7207,2015,11472,0.0760233918129,171
7208,2015,14315,0.0290697674419,172
7209,2016,11798,0.0,27
7210,2015,13905,0.00578034682081,173
7211,2012,7010,0.25,20
7212,2016,13321,0.0344827586207,29
7213,2016,12444,0.0,28
7214,2016,15415,0.0,29
7215,2013,6783,0.020979020979,143
7216,2016,11779,0.0,27
7217,2013,6745,0.0529411764706,170
7218,2014,13593,0.0,96
7219,2015,13475,0.12865497076,171
7220,2016,14327,0.0,29
7221,2015,12563,0.0,173
7222,2015,10754,0.00609756097561,164
7223,2013,3484,0.0,175
7224,2013,6755,0.0110497237569,181
7225,2016,14262,0.107142857143,28
7226,2013,10731,0.0284090909091,176
7227,2015,14147,0.0,172
7228,2016,14783,0.0,29
7229,2016,12706,0.0,15
7230,2012,3165,0.0,1
7231,2012,6708,0.0833333333333,72
7232,2013,10799,0.0,175
7233,2016,15523,0.0,28
7234,2013,7093,0.00546448087432,183
7235,2014,3503,0.00574712643678,174
7236,2015,14826,0.0112359550562,178
7237,2016,14643,0.103448275862,29
7238,2016,16493,0.0,29
7239,2012,6386,0.0,1
7240,2016,15505,0.0,29
7241,2013,3418,0.0166666666667,180
7242,2015,14635,0.0178571428571,168
7243,2015,13542,0.00578034682081,173
7244,2014,13360,0.0581395348837,172
7245,2013,3191,0.0919540229885,174
7246,2015,7010,0.0297619047619,168
7247,2015,13687,0.0,170
7248,2015,7111,0.0116959064327,171
7249,2014,13597,0.125,80
7250,2012,3049,0.0,3
7251,2015,15240,0.025,120
7252,2013,7073,0.0162162162162,185
7253,2015,13535,0.00581395348837,172
7254,2012,6366,0.0,3
7255,2013,6930,0.0,172
7256,2013,7005,0.0280898876404,178
7257,2016,13438,0.0714285714286,28
7258,2016,6629,0.0714285714286,28
7259,2016,13361,0.0,29
7260,2013,7126,0.0380434782609,184
7261,2016,12729,0.0,28
7262,2015,15135,0.0240963855422,166
7263,2014,3451,0.0285714285714,175
7264,2016,16652,0.0,29
7265,2016,13300,0.0344827586207,29
7266,2015,14553,0.0,163
7267,2015,7178,0.0229885057471,174
7268,2013,11181,0.0109289617486,183
7269,2014,11575,0.0,172
7270,2016,13912,0.137931034483,29
7271,2016,14242,0.0,30
7272,2015,13763,0.0434782608696,161
7273,2015,11011,0.0290697674419,172
7274,2015,6752,0.0402298850575,174
7275,2014,6660,0.0,174
7276,2014,12624,0.00552486187845,181
7277,2016,16684,0.0,29
7278,2015,13787,0.00602409638554,166
