ID,ISDELETED,NAME,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTACTIVITYDATE,LASTVIEWEDDATE,LASTREFERENCEDDATE,STUDENT__C,SCHOOL__C,ACTUAL_END_DATE__C,STARTINGGRADE__C,ENDINGGRADE__C,LIVING_ON_CAMPUS__C,DATE_LAST_VERIFIED__C,HIGHEST_SAT_SCORE__C,SOURCE__C,NOTES__C,PURSUING_DEGREE_TYPE__C,START_DATE__C,STATUS__C,TRANSFER_REASON__C,TYPE__C,MAJOR_AREA__C,STUDENT_HS_COHORT__C,NUMBER_OF_MARKING_PERIODS__C,ANTICIPATED_GRADUATION__C,FINAL_GPA__C,GRAD_YEAR__C,MAJOR__C,COLLEGE_MAJOR_DECLARED__C,OTHER_MAJOR__C,NSC_VERIFIED__C,DUAL_ENROLLMENT__C,CLASS_RANK_PERCENTILE__C
a08C000000Xe7bGIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCrIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/1/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7bFIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCqIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/1/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7bEIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCpIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/20/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7bDIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCoIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/23/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7bCIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCnIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/9/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7bBIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCmIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/1/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7bAIAR,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-08-26T23:00:01.000Z,005C0000003uCviIAE,2015-08-26T23:00:02.000Z,,,,003C000001nMjClIAK,0018000000Y9ncpAAB,2/5/2015,8,,FALSE,6/30/2015,0,Salesforce,,Certificate,10/1/2014,Transferred out,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b9IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCkIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/2/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b8IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCjIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/19/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b7IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCiIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/18/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b6IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjChIAK,0018000000Y9ncpAAB,6/18/2015,5,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/15/2011,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b5IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCgIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/18/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b4IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCfIAK,0018000000Y9ncpAAB,6/18/2015,5,,FALSE,12/5/2014,0,Salesforce,,Certificate,9/6/2011,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b3IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCeIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/18/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000Xe7b2IAB,FALSE,,2014-12-06T01:42:38.000Z,005C0000006x9vaIAA,2015-09-22T16:23:45.000Z,005C00000060vGvIAI,2015-09-22T16:23:45.000Z,,,,003C000001nMjCdIAK,0018000000Y9ncpAAB,6/18/2015,8,,FALSE,12/5/2014,0,Salesforce,,Certificate,8/18/2014,Graduated,,Middle School,,2019,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHKHIA5,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,,,,003C000001l8iN5IAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/19/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHJzIAP,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,,,,003C000001l8iMnIAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHJiIAP,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,,,,003C000001l8iMWIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/13/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHJhIAP,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2015-07-01T23:23:46.000Z,005C0000003uCvjIAE,2015-07-01T23:23:46.000Z,,,,003C000001l8iMVIAY,0018000000Y9ncpAAB,2/4/2015,7,,FALSE,7/1/2015,0,Salesforce,,Certificate,8/21/2014,Transferred out,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHJgIAP,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,,,,003C000001l8iMUIAY,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,10/9/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHJXIA5,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,,,,003C000001l8iMLIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/6/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHJQIA5,FALSE,,2014-12-09T21:34:26.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,005C0000006x9vaIAA,2014-12-09T21:34:27.000Z,,,,003C000001l8iMEIAY,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHIbIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLoIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHISIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLfIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHIRIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLeIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHICIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLPIAY,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/1/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHIAIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2015-07-01T22:53:27.000Z,005C0000003uCvjIAE,2015-07-01T22:53:27.000Z,,,,003C000001l8iLNIAY,0018000000Y9ncpAAB,2/20/2015,7,,FALSE,7/1/2015,0,Salesforce,,Certificate,8/21/2014,Transferred out,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHI2IAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLFIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHI1IAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLEIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHI0IAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLDIAY,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/19/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHzIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iLCIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHwIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iL9IAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHtIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iL6IAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHqIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iL3IAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/17/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHmIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKzIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHlIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKyIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHjIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKwIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHiIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKvIAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHeIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKrIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/13/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHbIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKoIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHUIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKhIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHRIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKeIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,12/4/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHQIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKdIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHPIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKcIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHIIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKVIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,11/13/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHGIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKTIAY,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/2/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHHCIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKPIAY,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHH8IAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iKLIAY,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/12/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGwIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iK9IAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGoIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iK1IAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/13/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGnIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iK0IAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGmIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJzIAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGlIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJyIAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/20/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGgIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJtIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/23/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGfIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJsIAI,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/17/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGZIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJmIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,10/16/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGYIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJlIAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGRIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJeIAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/2/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGKIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJXIAY,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGJIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJWIAY,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/3/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHGIIA5,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJVIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/5/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHG9IAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJMIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/13/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHG7IAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJKIAY,0018000000Y9ncpAAB,,6,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/17/2013,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHFyIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJBIAY,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,9/4/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHFwIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJ9IAI,0018000000Y9ncpAAB,,5,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/20/2012,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
a08C000000WNHFuIAP,FALSE,,2014-12-09T21:34:16.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,005C0000006x9vaIAA,2014-12-09T21:34:22.000Z,,,,003C000001l8iJ7IAI,0018000000Y9ncpAAB,,7,,FALSE,12/9/2014,0,Salesforce,,Certificate,8/18/2014,Attending,,Middle School,,2020,0,,,,,FALSE,,FALSE,FALSE,
