ID,ISDELETED,NAME,CREATEDDATE,CREATEDBYID,LASTMODIFIEDDATE,LASTMODIFIEDBYID,SYSTEMMODSTAMP,LASTACTIVITYDATE,LASTVIEWEDDATE,LASTREFERENCEDDATE,STUDENT__C,SCHOOL__C,ACTUAL_END_DATE__C,STARTINGGRADE__C,ENDINGGRADE__C,LIVING_ON_CAMPUS__C,DATE_LAST_VERIFIED__C,HIGHEST_SAT_SCORE__C,SOURCE__C,NOTES__C,PURSUING_DEGREE_TYPE__C,START_DATE__C,STATUS__C,TRANSFER_REASON__C,TYPE__C,MAJOR_AREA__C,STUDENT_HS_COHORT__C,NUMBER_OF_MARKING_PERIODS__C,ANTICIPATED_GRADUATION__C,FINAL_GPA__C,GRAD_YEAR__C,MAJOR__C,COLLEGE_MAJOR_DECLARED__C,OTHER_MAJOR__C,NSC_VERIFIED__C,DUAL_ENROLLMENT__C,CLASS_RANK_PERCENTILE__C
a08C000000U5iPLIAZ,FALSE,,2014-05-02T05:13:49.000Z,005C0000003sZiUIAU,2014-10-15T23:59:21.000Z,005C0000006wSJzIAM,2014-10-15T23:59:21.000Z,,,,00380000010UhoBAAS,0018000000Y9oFJAAZ,,,,FALSE,10/15/2014,0,Facebook Profile,,Bachelor's (4-year),5/1/2014,Attending,,College,Social Sciences,2014,2,,,,,FALSE,Sociology,FALSE,FALSE,
a08C000000UdnkjIAB,FALSE,,2014-06-16T19:55:24.000Z,005C0000003sZiUIAU,2014-09-09T17:56:15.000Z,005C0000006wSJzIAM,2014-09-09T17:56:15.000Z,,,,00380000010UhndAAC,0018000000Y9oFJAAZ,,,,FALSE,9/9/2014,0,Salesforce,,Bachelor's (4-year),6/16/2014,Did Not Enroll,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000AyQssIAF,FALSE,,2011-05-10T19:36:34.000Z,00580000003U38wAAC,2015-07-17T19:09:35.000Z,005C0000003uCviIAE,2015-07-17T19:09:35.000Z,,,,00380000010UhuqAAC,0018000000Y9oFYAAZ,4/20/2013,,,FALSE,,1270,Salesforce,,Bachelor's (4-year),5/10/2011,Transferred out,,College,,2011,2,,,,,FALSE,,FALSE,FALSE,
a08C000000TQukHIAT,FALSE,,2014-03-26T16:56:50.000Z,005C0000003CDalIAG,2015-01-15T20:55:36.000Z,005C0000003teDhIAI,2015-01-15T20:55:36.000Z,,,,00380000010UhvpAAC,0018000000Y9oFjAAJ,,,,FALSE,1/15/2015,0,Salesforce,,Bachelor's (4-year),3/24/2014,Attending,,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000ZgsUKIAZ,FALSE,,2015-04-22T03:49:40.000Z,005C0000005hqx2IAA,2015-09-28T20:32:47.000Z,005C0000003teDhIAI,2015-09-28T20:32:47.000Z,,,,00380000010UhpSAAS,0018000000Y9oHHAAZ,,,,FALSE,9/28/2015,0,Salesforce,,Bachelor's (4-year),4/21/2015,Attending,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U47ZXIAZ,FALSE,,2014-04-23T16:20:04.000Z,005C0000003sZiUIAU,2014-08-19T19:39:16.000Z,005C0000005imTgIAI,2014-08-19T19:39:16.000Z,,,,00380000010UhnOAAS,0018000000Y9oHHAAZ,,,,FALSE,8/19/2014,0,Salesforce,,Bachelor's (4-year),9/1/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000PShjUIAT,FALSE,,2013-10-07T16:43:39.000Z,005C0000003CDalIAG,2014-10-03T22:52:48.000Z,005C0000006wSJzIAM,2014-10-03T22:52:48.000Z,,,,00380000010UhtSAAS,0018000000Y9oHLAAZ,6/30/2014,,,FALSE,10/3/2014,0,Salesforce,,Associate's (2 year),8/13/2013,Transferred out,,College,,2013,2,,,,,FALSE,,FALSE,FALSE,
a08C000000bXq1nIAC,FALSE,,2015-08-26T23:02:55.000Z,005C0000003teDhIAI,2015-08-26T23:02:56.000Z,005C0000003teDhIAI,2015-08-26T23:02:56.000Z,,,,003C0000014oCeeIAE,0018000000Y9oIhAAJ,,,,FALSE,8/26/2015,0,Salesforce,,Bachelor's (4-year),8/26/2015,Matriculated,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U579gIAB,FALSE,,2014-04-29T16:22:07.000Z,005C0000003sZiUIAU,2015-04-28T22:53:04.000Z,005C0000003teDhIAI,2015-04-28T22:53:04.000Z,,,,00380000010Uhp7AAC,0018000000Y9oIhAAJ,4/28/2015,,,FALSE,8/6/2014,1200,Salesforce,,Bachelor's (4-year),9/1/2014,Withdrawn,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000ZiAauIAF,FALSE,,2015-05-06T16:23:14.000Z,005C0000005hqx2IAA,2015-09-08T19:56:27.000Z,005C00000061uWhIAI,2015-09-08T19:56:27.000Z,,,,003C0000014oCeEIAU,0018000000Y9oIqAAJ,,,,FALSE,8/13/2015,1380,Salesforce,,Bachelor's (4-year),8/26/2015,Attending,,College,,2015,2,,,,Business - Management,FALSE,,FALSE,FALSE,
a08C000000RPrqLIAT,FALSE,,2013-12-12T18:22:07.000Z,005C0000003CDalIAG,2014-10-09T16:34:36.000Z,005C0000006wSJzIAM,2014-10-09T16:34:36.000Z,,,,00380000010UhsPAAS,0018000000Y9oJWAAZ,,,,FALSE,10/6/2014,0,Salesforce,,Bachelor's (4-year),1/13/2014,Attending,,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000apNAlIAM,FALSE,,2015-06-05T17:56:00.000Z,005C0000005hqx2IAA,2015-09-28T19:37:46.000Z,005C0000003teDhIAI,2015-09-28T19:37:46.000Z,,,,003C0000014oCeYIAU,0018000000Y9oJeAAJ,,,,FALSE,9/28/2015,1720,Salesforce,,Bachelor's (4-year),6/5/2015,Attending,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000Zi4XQIAZ,FALSE,,2015-05-05T22:09:02.000Z,005C0000005hqx2IAA,2015-09-28T19:11:11.000Z,005C0000003teDhIAI,2015-09-28T19:11:11.000Z,,,,00380000010UhqjAAC,0018000000Y9oJeAAJ,,,,FALSE,9/28/2015,0,Salesforce,,Bachelor's (4-year),5/5/2015,Attending,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000ZgzcSIAR,FALSE,,2015-04-23T02:21:30.000Z,005C0000005hqx2IAA,2015-09-28T19:25:30.000Z,005C0000003teDhIAI,2015-09-28T19:25:30.000Z,,,,003C0000014oCe1IAE,0018000000Y9oJgAAJ,,,,FALSE,9/28/2015,0,Salesforce,,Bachelor's (4-year),8/12/2015,Attending,,College,Fine Arts,2015,2,,,,Film,TRUE,,FALSE,FALSE,
a08C000000Dn0ajIAB,FALSE,,2012-05-11T05:00:42.000Z,005C0000003CDalIAG,2015-05-27T16:52:55.000Z,005C0000003teDhIAI,2015-05-27T16:52:55.000Z,,,,00380000010UhvgAAC,0018000000Y9oJgAAJ,,,,FALSE,1/15/2015,0,Salesforce,,Bachelor's (4-year),5/10/2012,Attending,,College,,2012,2,5/12/2017,,,,FALSE,,FALSE,FALSE,
a08C000000AyNEwIAN,FALSE,,2011-05-05T22:24:40.000Z,00580000003U38wAAC,2015-08-25T23:40:58.000Z,005C0000003teDhIAI,2015-08-25T23:40:58.000Z,,,,00380000010UhuYAAS,0018000000Y9oJgAAJ,5/8/2015,,,FALSE,8/25/2015,1850,Salesforce,Graduated with BS in Biomedical Engineering.,Bachelor's (4-year),5/5/2011,Graduated,,College,,2011,2,5/15/2015,,2015,,FALSE,,FALSE,FALSE,
a08C000000U5h9nIAB,FALSE,,2014-05-01T22:09:52.000Z,005C0000003sZiUIAU,2014-08-18T23:03:36.000Z,005C0000003teDhIAI,2014-08-18T23:03:36.000Z,,,,00380000010UhmjAAC,0018000000Y9oJrAAJ,,,,FALSE,8/18/2014,1680,Salesforce,,Bachelor's (4-year),9/1/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000DmzgbIAB,FALSE,,2012-05-09T22:20:28.000Z,005C0000003CDalIAG,2015-01-15T20:34:28.000Z,005C0000003teDhIAI,2015-01-15T20:34:28.000Z,,,,00380000010UhrhAAC,0018000000Y9oJtAAJ,,,,FALSE,1/15/2015,0,Salesforce,,Bachelor's (4-year),5/9/2012,Attending,,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000Oy70MIAR,FALSE,,2013-09-27T03:51:08.000Z,005C0000003CDalIAG,2013-09-27T04:09:38.000Z,005C0000003CMzbIAG,2013-09-27T04:09:38.000Z,,,,00380000010UhujAAC,0018000000Y9oK2AAJ,5/31/2013,,,FALSE,9/26/2013,0,Salesforce,,Bachelor's (4-year),1/4/2013,Transferred out,,College,,2011,2,,,,,FALSE,,FALSE,FALSE,
a08C000000AyXC0IAN,FALSE,,2011-05-17T21:39:26.000Z,00580000003U38wAAC,2013-09-27T04:09:39.000Z,005C0000003CMzbIAG,2013-09-27T04:09:39.000Z,,,,00380000010UhujAAC,0018000000Y9oK2AAJ,9/30/2012,,,FALSE,,0,Salesforce,,Bachelor's (4-year),8/29/2011,Transferred out,,College,,2011,2,,,,,FALSE,,FALSE,FALSE,
a08C000000YwLHKIA3,FALSE,,2015-03-06T00:25:43.000Z,005C0000003uCviIAE,2015-03-06T00:25:43.000Z,005C0000003uCviIAE,2015-03-06T00:25:43.000Z,,,,003C0000014oCduIAE,0018000000Y9oL4AAJ,,,,FALSE,3/5/2015,0,Salesforce,,,3/5/2015,Matriculated,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000UL9XiIAL,FALSE,,2014-05-15T16:31:19.000Z,005C0000003sZiUIAU,2014-10-01T19:21:45.000Z,005C0000006wSJzIAM,2014-10-01T19:21:45.000Z,,,,00380000010UhnHAAS,0018000000Y9oLIAAZ,,,,FALSE,5/15/2014,0,Salesforce,,Associate's (2 year),5/15/2014,Did Not Enroll,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000QQUWIIA5,FALSE,,2013-11-19T21:40:19.000Z,005C0000003teDhIAI,2013-11-19T21:40:19.000Z,005C0000003teDhIAI,2013-11-19T21:40:19.000Z,,,,00380000010UhtFAAS,0018000000Y9oLeAAJ,,,,FALSE,11/19/2013,0,Salesforce,,Associate's (2 year),8/19/2013,Attending,,College,,2011,2,,,,,FALSE,,FALSE,FALSE,
a08C000000AyNFQIA3,FALSE,,2011-05-05T22:33:51.000Z,00580000003U38wAAC,2014-09-19T17:57:02.000Z,005C0000006wSJzIAM,2014-09-19T17:57:02.000Z,,,,00380000010UhtCAAS,0018000000Y9oLfAAJ,,,,FALSE,9/19/2014,0,,,Bachelor's (4-year),5/5/2011,Attending,,College,,2011,3,6/1/2016,,,,FALSE,Animal Health Scienc,FALSE,FALSE,
a08C000000ZiwfCIAR,FALSE,,2015-05-14T20:53:16.000Z,005C0000003teDhIAI,2015-09-09T16:58:39.000Z,005C0000003teDhIAI,2015-09-09T16:58:39.000Z,,,,00380000010Uht5AAC,0018000000Y9oLfAAJ,,,,FALSE,5/14/2015,0,Salesforce,,Bachelor's (4-year),9/28/2015,Did Not Enroll,,College,,2011,3,,,,,FALSE,,FALSE,FALSE,
a08C000000LFOUSIA5,FALSE,,2013-05-01T05:32:56.000Z,005C0000003CDalIAG,2014-07-14T22:30:09.000Z,005C0000005imTgIAI,2014-07-14T22:30:09.000Z,,,,00380000010UhspAAC,0018000000Y9oLfAAJ,6/30/2014,,,FALSE,4/30/2013,0,Salesforce,,Bachelor's (4-year),9/24/2013,Transferred out,Financial,College,,2013,3,,,,,FALSE,,FALSE,FALSE,
a08C000000AyKw2IAF,FALSE,,2011-05-02T23:43:39.000Z,00580000003U38wAAC,2014-11-06T18:02:58.000Z,005C0000003teDhIAI,2014-11-06T18:02:58.000Z,,2013-02-26T22:38:09.000Z,2013-02-26T22:38:09.000Z,00380000010UhsdAAC,0018000000Y9oLfAAJ,,,,FALSE,,0,Salesforce,,Bachelor's (4-year),5/2/2011,Attending,,College,,2011,3,6/10/2016,,2016,,FALSE,,FALSE,FALSE,
a08C000000ZhnmiIAB,FALSE,,2015-05-01T17:16:59.000Z,005C0000003uCviIAE,2015-09-09T16:22:13.000Z,005C0000009hQUAIA2,2015-09-09T16:22:13.000Z,,,,00380000010Uhq1AAC,0018000000Y9oLfAAJ,,,,FALSE,9/9/2015,1510,Salesforce,,Bachelor's (4-year),9/24/2015,Attending,,College,Social Sciences,2015,3,,,,Communication,TRUE,,FALSE,FALSE,
a08C000000U5TCJIA3,FALSE,,2014-05-01T04:39:04.000Z,005C0000003sZiUIAU,2014-08-20T00:25:53.000Z,005C0000005imTgIAI,2014-08-20T00:25:53.000Z,,,,00380000010UhnIAAS,0018000000Y9oLfAAJ,,,,FALSE,8/19/2014,1300,Salesforce,,Bachelor's (4-year),9/1/2014,Attending,,College,,2014,3,,,,,FALSE,,FALSE,FALSE,
a08C000000YypQIIAZ,FALSE,,2015-04-02T00:58:16.000Z,005C0000003uCviIAE,2015-09-28T19:20:29.000Z,005C0000003teDhIAI,2015-09-28T19:20:29.000Z,,,,003C0000014oCdlIAE,0018000000Y9oLgAAJ,,,,FALSE,9/28/2015,0,Salesforce,,Bachelor's (4-year),4/1/2015,Attending,,College,,2015,3,,,,,FALSE,,FALSE,FALSE,
a08C000000HTLwkIAH,FALSE,,2012-09-07T01:13:10.000Z,005C0000003teDhIAI,2014-11-20T23:58:26.000Z,005C0000003teDhIAI,2014-11-20T23:58:26.000Z,,,,00380000010Uhv1AAC,0018000000Y9oLgAAJ,11/27/2013,,,FALSE,11/20/2014,0,Salesforce,Military,Bachelor's (4-year),9/10/2012,Withdrawn,Career,College,,2011,3,,,,,FALSE,,FALSE,FALSE,
a08C000000aqNrHIAU,FALSE,,2015-06-17T22:16:25.000Z,005C0000005hqx2IAA,2015-09-28T19:01:51.000Z,005C0000003teDhIAI,2015-09-28T19:01:51.000Z,,,,00380000010UhpfAAC,0018000000Y9oLgAAJ,,,,FALSE,9/28/2015,1240,Salesforce,,Bachelor's (4-year),6/17/2015,Attending,,College,,2015,3,,,,,FALSE,,FALSE,FALSE,
a08C000000VgpsaIAB,FALSE,,2014-08-06T18:36:05.000Z,005C0000003teDhIAI,2014-08-06T18:36:06.000Z,005C0000003teDhIAI,2014-08-06T18:36:06.000Z,,,,00380000010UhoCAAS,0018000000Y9oLgAAJ,,,,FALSE,8/6/2014,0,Salesforce,,Bachelor's (4-year),8/6/2014,Attending,,College,,2014,3,,,,,FALSE,,FALSE,FALSE,
a08C000000U4vBAIAZ,FALSE,,2014-04-29T04:35:18.000Z,005C0000003sZiUIAU,2015-02-13T21:57:12.000Z,005C0000006wSJzIAM,2015-02-13T21:57:12.000Z,,,,00380000010UhnpAAC,0018000000Y9oLhAAJ,,,,FALSE,1/8/2015,1120,Salesforce,,Bachelor's (4-year),9/1/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U59zSIAR,FALSE,,2014-04-30T00:20:59.000Z,005C0000003sZiUIAU,2015-03-31T17:07:12.000Z,005C0000006wSJzIAM,2015-03-31T17:07:12.000Z,,,,00380000010UhnUAAS,0018000000Y9oLhAAJ,,,,FALSE,3/26/2015,0,Salesforce,,Bachelor's (4-year),9/1/2014,Attending,,College,Fine Arts,2014,2,,,,Interior Design,TRUE,,FALSE,FALSE,
a08C000000Nkrm9IAB,FALSE,,2013-08-26T23:05:02.000Z,005C0000003teDhIAI,2014-10-03T22:53:58.000Z,005C0000006wSJzIAM,2014-10-03T22:53:58.000Z,,,,00380000010Uhu3AAC,0018000000Y9oLiAAJ,,,,FALSE,10/3/2014,0,Salesforce,,Bachelor's (4-year),8/26/2013,Attending,,College,,2013,2,,,,,FALSE,,TRUE,FALSE,
a08C000000M0q48IAB,FALSE,,2013-05-13T21:11:01.000Z,005C0000003CDalIAG,2015-07-07T23:57:31.000Z,005C0000006wSJzIAM,2015-07-07T23:57:31.000Z,,,,00380000010UhtEAAS,0018000000Y9oLiAAJ,12/4/2014,,,FALSE,12/4/2014,0,Salesforce,,Bachelor's (4-year),5/13/2013,Withdrawn,,College,,2013,2,,,,,FALSE,,FALSE,FALSE,
a08C000000ZhnexIAB,FALSE,,2015-05-01T16:26:30.000Z,005C0000003uCviIAE,2015-05-01T16:26:30.000Z,005C0000003uCviIAE,2015-05-01T16:26:30.000Z,,,,00380000010UhqhAAC,0018000000Y9oLiAAJ,,,,FALSE,5/1/2015,1290,Salesforce,,,5/1/2015,Matriculated,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U5hM3IAJ,FALSE,,2014-05-01T23:12:18.000Z,005C0000003sZiUIAU,2015-09-21T18:44:17.000Z,005C00000061uWhIAI,2015-09-21T18:44:17.000Z,,,,00380000010UhomAAC,0018000000Y9oLiAAJ,,,,FALSE,12/4/2014,1270,Salesforce,,Bachelor's (4-year),9/1/2014,Attending,,College,,2014,2,,,,Speech Pathology,FALSE,,FALSE,FALSE,
a08C000000U5hPgIAJ,FALSE,,2014-05-01T23:30:26.000Z,005C0000003sZiUIAU,2014-10-08T23:06:16.000Z,005C0000006wSJzIAM,2014-10-08T23:06:16.000Z,,,,00380000010UhmcAAC,0018000000Y9oLiAAJ,,,,FALSE,10/7/2014,1170,Salesforce,,Bachelor's (4-year),5/1/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000YypQhIAJ,FALSE,,2015-04-02T01:07:02.000Z,005C0000003uCviIAE,2015-09-03T21:50:22.000Z,005C00000061uWhIAI,2015-09-03T21:50:22.000Z,,,,003C0000014oCe2IAE,0018000000Y9oLjAAJ,,,,FALSE,9/3/2015,1140,Salesforce,,Bachelor's (4-year),4/1/2015,Attending,,College,,2015,2,,,,,FALSE,,FALSE,FALSE,
a08C000000Dmoe3IAB,FALSE,,2012-04-27T06:02:21.000Z,005C0000003CDalIAG,2014-11-20T19:41:28.000Z,005C0000003teDhIAI,2014-11-20T19:41:28.000Z,,,,003800000133kqwAAA,0018000000Y9oLjAAJ,5/22/2014,,,FALSE,11/20/2014,0,Salesforce,,Bachelor's (4-year),4/26/2012,Withdrawn,,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000YwgawIAB,FALSE,,2015-03-11T00:20:05.000Z,005C0000003teDhIAI,2015-06-03T19:18:30.000Z,005C0000003teDhIAI,2015-06-03T19:18:30.000Z,,,,00380000010UhwBAAS,0018000000Y9oLjAAJ,,,,FALSE,6/3/2015,1660,Salesforce,Enrolled in classes.,Bachelor's (4-year),8/24/2015,Attending,,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000Nl1EMIAZ,FALSE,,2013-08-28T00:44:49.000Z,005C0000003CDalIAG,2014-11-18T16:50:39.000Z,005C0000003teDhIAI,2014-11-18T16:50:39.000Z,,,,00380000010UhwAAAS,0018000000Y9oLjAAJ,1/24/2014,,,FALSE,11/18/2014,0,Salesforce,,Bachelor's (4-year),8/26/2013,Withdrawn,,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000Azt78IAB,FALSE,,2011-06-22T06:55:46.000Z,00580000003U38wAAC,2014-09-19T16:31:32.000Z,005C0000006wSJzIAM,2014-09-19T16:31:32.000Z,,,,00380000010Uhw2AAC,0018000000Y9oLjAAJ,,,,FALSE,9/19/2014,0,Salesforce,,Bachelor's (4-year),6/22/2011,Attending,,College,,2011,2,5/1/2016,,,Healthcare Management,TRUE,,FALSE,FALSE,
a08C000000ULty7IAD,FALSE,,2014-05-20T18:24:31.000Z,005C0000003teDhIAI,2014-11-21T00:41:27.000Z,005C0000003teDhIAI,2014-11-21T00:41:27.000Z,,,,00380000010UhupAAC,0018000000Y9oLjAAJ,,,,FALSE,5/20/2014,0,Salesforce,,Bachelor's (4-year),8/25/2014,Did Not Enroll,,College,,2011,2,,,,,FALSE,,FALSE,FALSE,
a08C000000HTN4YIAX,FALSE,,2012-09-10T04:48:32.000Z,005C0000003teDhIAI,2014-11-18T16:59:35.000Z,005C0000003teDhIAI,2014-11-18T16:59:35.000Z,,,,00380000010UhubAAC,0018000000Y9oLjAAJ,5/30/2014,,,FALSE,9/9/2012,1620,Salesforce,Extension Program,Bachelor's (4-year),9/9/2012,Other,,Alternative Program,,2011,2,,,,,FALSE,,FALSE,FALSE,
a08C000000N1mEjIAJ,FALSE,,2013-06-24T02:47:49.000Z,005C0000003CDalIAG,2014-10-03T22:55:00.000Z,005C0000006wSJzIAM,2014-10-03T22:55:00.000Z,,,,00380000010UhuJAAS,0018000000Y9oLjAAJ,,,,FALSE,10/3/2014,0,Salesforce,,Bachelor's (4-year),8/26/2013,Attending,,College,,2013,2,,,,,FALSE,,TRUE,FALSE,
a08C000000M0PeXIAV,FALSE,,2013-05-09T05:12:22.000Z,005C0000003CDalIAG,2014-10-03T22:54:29.000Z,005C0000006wSJzIAM,2014-10-03T22:54:29.000Z,,,,00380000010UhtiAAC,0018000000Y9oLjAAJ,,,,FALSE,10/3/2014,970,Salesforce,,Bachelor's (4-year),8/26/2013,Attending,,College,,2013,2,,,,,FALSE,,TRUE,FALSE,
a08C000000Vi9pMIAR,FALSE,,2014-08-13T22:36:25.000Z,005C0000004gIFSIA2,2014-08-13T22:36:25.000Z,005C0000004gIFSIA2,2014-08-13T22:36:25.000Z,,,,00380000010UhpDAAS,0018000000Y9oLjAAJ,,,,FALSE,8/13/2014,0,Salesforce,,Bachelor's (4-year),8/25/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U59unIAB,FALSE,,2014-04-29T23:57:40.000Z,005C0000003sZiUIAU,2014-09-08T23:39:29.000Z,005C0000003teDhIAI,2014-09-08T23:39:29.000Z,,,,00380000010Uhp0AAC,0018000000Y9oLjAAJ,,,,FALSE,9/8/2014,820,Salesforce,,Bachelor's (4-year),4/29/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U5hTYIAZ,FALSE,,2014-05-01T23:49:31.000Z,005C0000003sZiUIAU,2014-08-13T22:26:10.000Z,005C0000004gIFSIA2,2014-08-13T22:26:10.000Z,,,,00380000010UhmtAAC,0018000000Y9oLjAAJ,,,,FALSE,8/13/2014,0,Salesforce,,Bachelor's (4-year),8/25/2014,Attending,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000U5fFjIAJ,FALSE,,2014-05-01T16:33:27.000Z,005C0000003sZiUIAU,2014-12-17T00:50:37.000Z,005C0000006wSJzIAM,2014-12-17T00:50:37.000Z,,,,00380000010UhmpAAC,0018000000Y9oLjAAJ,,,,FALSE,5/1/2014,0,Salesforce,,Bachelor's (4-year),5/1/2014,Did Not Enroll,,College,,2014,2,,,,,FALSE,,FALSE,FALSE,
a08C000000XKChkIAH,FALSE,,2014-11-18T16:48:15.000Z,005C0000003teDhIAI,2014-11-18T16:48:16.000Z,005C0000003teDhIAI,2014-11-18T16:48:16.000Z,,,,00380000010UhwAAAS,0018000000Y9oLkAAJ,9/30/2012,,,FALSE,11/18/2014,0,Salesforce,,Bachelor's (4-year),9/1/2012,Withdrawn,,College,,2012,3,,,,,FALSE,,FALSE,FALSE,
a08C000000M0G2XIAV,FALSE,,2013-05-07T20:18:15.000Z,005C0000003CDalIAG,2014-10-03T22:55:29.000Z,005C0000006wSJzIAM,2014-10-03T22:55:29.000Z,,,,00380000010UhuGAAS,0018000000Y9oLkAAJ,,,,FALSE,10/3/2014,0,Salesforce,,Bachelor's (4-year),9/1/2013,Attending,,College,,2013,3,,,,,FALSE,,FALSE,FALSE,
a08C000000Dmzg6IAB,FALSE,,2012-05-09T22:11:05.000Z,005C0000003CDalIAG,2012-12-19T16:10:04.000Z,005C0000003CMzbIAG,2012-12-19T16:10:04.000Z,,,,00380000010UhsvAAC,0018000000Y9oLkAAJ,,,,FALSE,5/9/2012,0,Salesforce,,Bachelor's (4-year),5/9/2012,Attending,,College,,2012,3,,,,,FALSE,,FALSE,FALSE,
a08C000000AyQ29IAF,FALSE,,2011-05-09T22:33:00.000Z,00580000003U38wAAC,2014-11-14T18:40:42.000Z,005C0000003teDhIAI,2014-11-14T18:40:42.000Z,,,,00380000010UhrQAAS,0018000000Y9oLkAAJ,12/10/2011,,,FALSE,11/14/2014,0,Salesforce,,Bachelor's (4-year),9/21/2011,Withdrawn,,College,,2011,3,,,,,FALSE,,TRUE,FALSE,
a08C000000DnzA1IAJ,FALSE,,2012-07-16T21:22:31.000Z,005C0000003teDhIAI,2012-12-19T16:13:24.000Z,005C0000003CMzbIAG,2012-12-19T16:13:24.000Z,,,,00380000010Uhr0AAC,0018000000Y9oLkAAJ,,,,FALSE,7/16/2012,0,Salesforce,,Bachelor's (4-year),7/16/2012,Attending,,College,,2012,3,,,,,FALSE,,FALSE,FALSE,
a08C000000U60OjIAJ,FALSE,,2014-05-04T23:10:22.000Z,005C0000003sZiUIAU,2014-07-15T19:07:35.000Z,00580000003U34WAAS,2014-07-15T19:07:35.000Z,,,,00380000010Uhp2AAC,0018000000Y9oLkAAJ,,,,FALSE,5/4/2014,1690,Salesforce,Danielle was given a spot in Quinnipiac University's International Business Program.,Bachelor's (4-year),5/4/2014,Did Not Enroll,,College,,2014,3,,,,,FALSE,,FALSE,FALSE,
a08C000000U5f4MIAR,FALSE,,2014-05-01T16:11:48.000Z,005C0000003sZiUIAU,2015-04-24T19:49:11.000Z,005C0000006wSJzIAM,2015-04-24T19:49:11.000Z,,,,00380000010UhoYAAS,0018000000Y9oLkAAJ,,,,FALSE,4/24/2015,1370,Salesforce,,Bachelor's (4-year),9/24/2014,Attending,,College,,2014,3,,,,,FALSE,,FALSE,FALSE,
a08C000000U5hBeIAJ,FALSE,,2014-05-01T22:16:53.000Z,005C0000003sZiUIAU,2014-09-09T18:09:01.000Z,005C0000006wSJzIAM,2014-09-09T18:09:01.000Z,,,,00380000010UhnZAAS,0018000000Y9oLkAAJ,,,,FALSE,9/9/2014,1250,Salesforce,,Bachelor's (4-year),5/1/2014,Did Not Enroll,,College,,2014,3,,,,,FALSE,,FALSE,FALSE,
a08C000000bXybXIAS,FALSE,,2015-09-08T20:20:48.000Z,005C00000061uWhIAI,2015-09-08T20:20:49.000Z,005C00000061uWhIAI,2015-09-08T20:20:49.000Z,,,,003C0000014oCe9IAE,0018000000Y9oLmAAJ,,,,FALSE,9/8/2015,0,Salesforce,,Bachelor's (4-year),8/24/2015,Attending,,College,,2015,2,,,,Criminal Justice,FALSE,,FALSE,FALSE,
a08C000000DmzfrIAB,FALSE,,2012-05-09T22:05:15.000Z,005C0000003CDalIAG,2014-11-20T23:48:44.000Z,005C0000003teDhIAI,2014-11-20T23:48:44.000Z,,,,00380000010UhvtAAC,0018000000Y9oLmAAJ,5/30/2013,,,FALSE,8/29/2012,0,Salesforce,,Bachelor's (4-year),5/9/2012,Withdrawn,Financial,College,,2012,2,,,,,FALSE,,FALSE,FALSE,
a08C000000LFc7JIAT,FALSE,,2013-05-03T00:12:02.000Z,005C0000003CDalIAG,2014-10-03T22:56:01.000Z,005C0000006wSJzIAM,2014-10-03T22:56:01.000Z,,,,00380000010UhtsAAC,0018000000Y9oLmAAJ,,,,FALSE,10/3/2014,1170,Salesforce,,Bachelor's (4-year),5/2/2013,Attending,,College,,2013,2,,,,,FALSE,,TRUE,FALSE,
a08C000000DmqZnIAJ,FALSE,,2012-05-01T00:02:14.000Z,005C0000003CDalIAG,2015-05-27T16:53:20.000Z,005C0000003teDhIAI,2015-05-27T16:53:20.000Z,,,,00380000010UhtMAAS,0018000000Y9oLmAAJ,,,,FALSE,8/29/2012,1240,Salesforce,,Bachelor's (4-year),4/30/2012,Attending,,College,Social Sciences,2012,2,5/13/2016,,,Criminal Justice,FALSE,,FALSE,FALSE,
