student_id,present_2012,present_2013,present_2014,present_2015,present_2016,excusedabsent_2012,excusedabsent_2013,excusedabsent_2014,excusedabsent_2015,excusedabsent_2016,excusedtardy_2012,excusedtardy_2013,excusedtardy_2014,excusedtardy_2015,excusedtardy_2016,absent_2012,absent_2013,absent_2014,absent_2015,absent_2016,tardy_2012,tardy_2013,tardy_2014,tardy_2015,tardy_2016,truant_2012,truant_2013,truant_2014,truant_2015,truant_2016,inschoolsuspension_2012,inschoolsuspension_2013,inschoolsuspension_2014,inschoolsuspension_2015,inschoolsuspension_2016,suspended_2012,suspended_2013,suspended_2014,suspended_2015,suspended_2016
12813,NA,NA,184,175,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12814,NA,NA,115,126,22,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,11,1,NA,NA,36,18,4,NA,NA,2,6,0,NA,NA,0,0,0,NA,NA,0,0,0
12815,NA,NA,172,154,26,NA,NA,0,0,0,NA,NA,2,0,0,NA,NA,5,6,2,NA,NA,3,9,0,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12816,NA,NA,165,167,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,2,0,NA,NA,3,2,2,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12817,NA,NA,165,166,21,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,1,0,NA,NA,5,4,7,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12819,NA,NA,164,76,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,5,4,NA,NA,NA,6,26,NA,NA,NA,0,3,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
12821,NA,NA,178,163,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,6,0,NA,NA,3,1,0,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12822,NA,NA,171,173,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,1,NA,NA,1,3,0,NA,NA,0,0,0,NA,NA,0,0,0
12823,NA,NA,165,153,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,3,0,NA,NA,12,13,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12824,NA,NA,157,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,17,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12825,NA,NA,160,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,14,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12826,NA,NA,167,35,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,13,4,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
12828,NA,NA,175,153,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,3,0,NA,NA,2,11,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12829,NA,NA,176,114,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,11,0,NA,NA,5,43,2,NA,NA,0,8,0,NA,NA,0,0,0,NA,NA,0,0,0
12830,NA,NA,152,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,20,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12831,NA,NA,179,164,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,1,NA,NA,2,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12832,NA,NA,95,130,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,15,14,1,NA,NA,37,15,3,NA,NA,12,5,0,NA,NA,0,0,0,NA,NA,0,0,0
12833,NA,NA,146,139,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,7,0,NA,NA,22,24,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12834,NA,NA,172,175,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12835,NA,NA,184,165,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,7,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12836,NA,NA,174,171,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12837,NA,NA,174,170,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,1,0,NA,NA,4,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12838,NA,NA,177,176,30,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12839,NA,NA,175,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12840,NA,NA,164,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12841,NA,NA,170,170,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,3,0,NA,NA,2,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12842,NA,NA,75,72,14,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,17,7,0,NA,NA,37,66,13,NA,NA,17,6,0,NA,NA,0,0,0,NA,NA,0,0,0
12844,NA,NA,151,131,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,21,11,0,NA,NA,6,25,1,NA,NA,3,3,0,NA,NA,0,0,0,NA,NA,0,0,0
12845,NA,NA,47,58,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,3,0,NA,NA,91,92,0,NA,NA,35,19,0,NA,NA,0,0,0,NA,NA,0,0,0
12847,NA,NA,182,173,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12848,NA,NA,177,172,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,0,0,NA,NA,3,4,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12849,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12850,NA,NA,82,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,35,NA,NA,NA,NA,28,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12852,NA,NA,183,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12853,NA,NA,178,173,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,0,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12855,NA,NA,180,168,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,3,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12856,NA,NA,174,170,26,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,4,0,0,NA,NA,2,0,3,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12857,NA,NA,162,152,22,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,1,NA,NA,4,14,6,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12858,NA,NA,157,149,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,0,0,NA,NA,9,16,4,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0
12859,NA,NA,180,168,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,1,0,NA,NA,1,6,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12860,NA,NA,163,108,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,2,0,NA,NA,NA,16,22,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
12861,NA,NA,161,120,19,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,15,1,NA,NA,10,28,8,NA,NA,2,10,1,NA,NA,0,0,0,NA,NA,0,0,0
12862,NA,NA,170,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12863,NA,NA,127,130,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,7,0,NA,NA,25,12,0,NA,NA,1,3,0,NA,NA,0,0,0,NA,NA,0,0,0
12864,NA,NA,158,121,18,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,14,17,1,NA,NA,9,26,9,NA,NA,1,9,1,NA,NA,0,0,0,NA,NA,0,0,0
12865,NA,NA,169,161,27,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,8,7,0,NA,NA,4,2,2,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12866,NA,NA,77,70,18,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,1,7,0,NA,NA,93,71,8,NA,NA,10,25,1,NA,NA,0,0,0,NA,NA,0,0,0
12867,NA,NA,120,87,23,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,14,14,3,NA,NA,43,63,3,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12868,NA,NA,178,135,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,3,0,NA,NA,2,20,0,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12869,NA,NA,183,174,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12870,NA,NA,179,168,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12871,NA,NA,182,169,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12872,NA,NA,177,171,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12873,NA,NA,152,163,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,10,6,2,NA,NA,18,2,2,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0
12874,NA,NA,172,170,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,0,0,NA,NA,3,0,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12875,NA,NA,181,173,29,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12876,NA,NA,173,167,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,5,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12877,NA,NA,176,168,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,3,0,NA,NA,2,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12878,NA,NA,183,161,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,0,NA,NA,1,6,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12880,NA,NA,164,147,24,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,12,9,2,NA,NA,2,19,4,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12881,NA,NA,171,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12883,NA,NA,150,163,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,20,0,1,NA,NA,8,3,0,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12884,NA,NA,175,150,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,8,2,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12885,NA,NA,171,137,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,7,4,0,NA,NA,0,17,0,NA,NA,0,3,0,NA,NA,0,0,0,NA,NA,0,0,0
12886,NA,NA,74,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12887,NA,NA,177,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12888,NA,NA,178,174,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12889,NA,NA,177,173,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,3,1,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12890,NA,NA,171,163,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,4,1,NA,NA,1,2,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12891,NA,NA,177,175,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,0,0,4,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12892,NA,NA,176,162,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,7,1,NA,NA,0,1,2,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12893,NA,NA,159,139,6,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,30,7,NA,NA,11,5,12,NA,NA,0,0,5,NA,NA,0,0,0,NA,NA,0,0,0
12894,NA,NA,65,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12895,NA,NA,5,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12896,NA,NA,165,161,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,1,0,NA,NA,3,1,0,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12897,NA,NA,168,173,30,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12898,NA,NA,168,136,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,13,10,0,NA,NA,0,21,0,NA,NA,0,4,0,NA,NA,0,0,0,NA,NA,0,0,0
12899,NA,NA,138,128,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,15,15,NA,NA,NA,20,28,NA,NA,NA,2,3,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
12900,NA,NA,153,164,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,0,0,NA,NA,18,6,5,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12901,NA,NA,180,67,23,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,45,5,NA,NA,1,39,1,NA,NA,0,25,0,NA,NA,0,0,0,NA,NA,0,0,0
12902,NA,NA,155,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,14,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12903,NA,NA,185,175,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12904,NA,NA,151,117,24,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,2,NA,NA,12,27,1,NA,NA,2,3,0,NA,NA,0,0,0,NA,NA,0,0,0
12905,NA,NA,174,170,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,2,1,NA,NA,2,1,2,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12907,NA,NA,173,171,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,1,5,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,0,0
12908,NA,NA,184,170,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12909,NA,NA,130,111,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,12,3,NA,NA,NA,22,47,NA,NA,NA,11,10,NA,NA,NA,0,0,NA,NA,NA,0,0,NA
12910,NA,NA,181,171,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12911,NA,NA,181,172,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12912,NA,NA,183,172,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12913,NA,NA,70,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,26,NA,NA,NA,NA,68,NA,NA,NA,NA,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12914,NA,NA,163,161,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,13,0,0,NA,NA,6,1,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12915,NA,NA,185,171,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,0,0
12916,NA,NA,170,175,14,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,5,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12917,NA,NA,174,172,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12918,NA,NA,177,164,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,7,0,NA,NA,2,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12919,NA,NA,180,172,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,1,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12920,NA,NA,68,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,9,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12921,NA,NA,180,172,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,0,NA,NA,2,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12922,NA,NA,174,129,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,9,1,NA,NA,9,36,1,NA,NA,1,2,0,NA,NA,0,0,0,NA,NA,0,0,0
12923,NA,NA,166,153,23,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,13,13,1,NA,NA,1,4,1,NA,NA,2,3,0,NA,NA,0,0,0,NA,NA,0,0,0
12924,NA,NA,181,169,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12925,NA,NA,185,176,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12926,NA,NA,174,174,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,3,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12927,NA,NA,168,156,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,3,1,NA,NA,10,12,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12928,NA,NA,175,165,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,6,8,1,NA,NA,0,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12929,NA,NA,171,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12930,NA,NA,168,164,25,NA,NA,0,0,0,NA,NA,2,1,0,NA,NA,4,4,1,NA,NA,3,1,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12931,NA,NA,184,174,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12932,NA,NA,166,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12933,NA,NA,175,150,23,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,4,18,6,NA,NA,2,4,0,NA,NA,0,0,0,NA,NA,0,0,0
12934,NA,NA,147,158,23,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,13,6,3,NA,NA,16,4,0,NA,NA,1,1,1,NA,NA,0,0,0,NA,NA,0,0,0
12935,NA,NA,179,172,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12936,NA,NA,143,112,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,8,19,3,NA,NA,30,43,0,NA,NA,2,1,1,NA,NA,0,0,0,NA,NA,0,0,0
12937,NA,NA,163,146,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,10,5,0,NA,NA,9,14,2,NA,NA,0,2,0,NA,NA,0,0,0,NA,NA,0,0,0
12939,NA,NA,165,174,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,1,NA,NA,10,1,1,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,0,0
12940,NA,NA,124,151,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,35,16,0,NA,NA,10,8,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12941,NA,NA,83,51,20,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,22,12,0,NA,NA,44,71,7,NA,NA,26,41,2,NA,NA,0,0,0,NA,NA,0,0,0
12942,NA,NA,176,165,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,2,0,NA,NA,0,9,4,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12943,NA,NA,185,176,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12944,NA,NA,174,174,30,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12945,NA,NA,128,161,27,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,16,5,0,NA,NA,1,2,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12946,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12947,NA,NA,174,166,25,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1,3,4,NA,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,0,0
12948,NA,NA,180,155,26,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3,15,2,NA,NA,1,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12949,NA,NA,60,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,7,NA,NA,NA,NA,28,NA,NA,NA,NA,15,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12950,NA,NA,172,154,28,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,4,5,1,NA,NA,7,12,0,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12952,NA,NA,170,173,29,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2,0,0,NA,NA,1,1,2,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12953,NA,NA,172,143,18,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,9,NA,NA,9,11,2,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12954,NA,NA,139,111,27,NA,NA,0,0,0,NA,NA,0,1,0,NA,NA,7,6,0,NA,NA,27,51,0,NA,NA,2,1,0,NA,NA,0,0,0,NA,NA,0,0,0
12955,NA,NA,155,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
12956,NA,NA,154,114,22,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,15,25,0,NA,NA,11,4,6,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12958,NA,NA,179,164,28,NA,NA,0,0,0,NA,NA,1,0,0,NA,NA,3,0,0,NA,NA,0,7,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0
12959,NA,NA,70,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,102,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA
